residual,TCI,time,HYDRO_GP,Transect,Species,standResid
-0.012309777323257887,11,-0.5,Group 5,17,RRG,-0.12886443161013983
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.06774338896940013,10,-1.5,Group 5,17,RRG,-0.7091690682651579
-0.08373834875182928,10,-0.5,Group 5,17,RRG,-0.8766116910569949
-0.041628336257101606,11,1.5,Group 5,17,RRG,-0.8112478250089307
0.14654232531631417,13,-1.5,Group 5,17,RRG,1.5340727100754084
0.13054736553388502,13,-0.5,Group 5,17,RRG,1.3666300872835713
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.25870735770795195,12,-0.5,Group 2,16,RRG,1.5175073158867978
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.3758852137835654,12,-1.5,Group 2,16,RRG,2.2048408939886164
0.18727878627938055,11,-0.5,Group 2,16,RRG,1.0985266550098765
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
0.304456642354994,11,-1.5,Group 2,16,RRG,1.7858602331116948
-0.09843549943490515,7,-0.5,Group 2,16,RRG,-0.5773959884978096
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.01874235664070828,7,-1.5,Group 2,16,RRG,0.1099375896040088
-0.241292642292048,5,-0.5,Group 2,16,RRG,-1.4153573102516526
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
-0.12411478621643457,5,-1.5,Group 2,16,RRG,-0.7280237321498343
-0.027006928006333752,8,-0.5,Group 2,16,RRG,-0.1584153276208882
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.09017092806927968,8,-1.5,Group 2,16,RRG,0.5289182504809301
-0.027006928006333752,8,-0.5,Group 2,16,RRG,-0.1584153276208882
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
0.09017092806927968,8,-1.5,Group 2,16,RRG,0.5289182504809301
-0.09843549943490515,7,-0.5,Group 2,16,RRG,-0.5773959884978096
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.01874235664070828,7,-1.5,Group 2,16,RRG,0.1099375896040088
-0.1698640708634766,6,-0.5,Group 2,16,RRG,-0.9963766493747312
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
-0.05268621478786317,6,-1.5,Group 2,16,RRG,-0.30904307127291286
-0.09843549943490515,7,-0.5,Group 2,16,RRG,-0.5773959884978096
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
0.01874235664070828,7,-1.5,Group 2,16,RRG,0.1099375896040088
0.11585021485080915,10,-0.5,Group 2,16,RRG,0.6795459941329551
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.23302807092642258,10,-1.5,Group 2,16,RRG,1.3668795722347735
-0.027006928006333752,8,-0.5,Group 2,16,RRG,-0.1584153276208882
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.09017092806927968,8,-1.5,Group 2,16,RRG,0.5289182504809301
0.18727878627938055,11,-0.5,Group 2,16,RRG,1.0985266550098765
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.304456642354994,11,-1.5,Group 2,16,RRG,1.7858602331116948
-0.09843549943490515,7,-0.5,Group 2,16,RRG,-0.5773959884978096
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.01874235664070828,7,-1.5,Group 2,16,RRG,0.1099375896040088
-0.241292642292048,5,-0.5,Group 2,16,RRG,-1.4153573102516526
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
-0.12411478621643457,5,-1.5,Group 2,16,RRG,-0.7280237321498343
-0.38414978514919085,3,-0.5,Group 2,16,RRG,-2.2533186320054956
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
-0.2669719290735775,3,-1.5,Group 2,16,RRG,-1.5659850539036777
-0.31272121372061945,4,-0.5,Group 2,16,RRG,-1.8343379711285743
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
-0.19554335764500602,4,-1.5,Group 2,16,RRG,-1.147004393026756
0.11585021485080915,10,-0.5,Group 2,16,RRG,0.6795459941329551
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
0.23302807092642258,10,-1.5,Group 2,16,RRG,1.3668795722347735
0.044421643422237755,9,-0.5,Group 2,16,RRG,0.2605653332560338
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
0.16159949949785118,9,-1.5,Group 2,16,RRG,0.9478989113578522
-0.241292642292048,5,-0.5,Group 2,16,RRG,-1.4153573102516526
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
-0.12411478621643457,5,-1.5,Group 2,16,RRG,-0.7280237321498343
0.044421643422237755,9,-0.5,Group 2,16,RRG,0.2605653332560338
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.16159949949785118,9,-1.5,Group 2,16,RRG,0.9478989113578522
-0.09843549943490515,7,-0.5,Group 2,16,RRG,-0.5773959884978096
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.01874235664070828,7,-1.5,Group 2,16,RRG,0.1099375896040088
-0.241292642292048,5,-0.5,Group 2,16,RRG,-1.4153573102516526
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
-0.12411478621643457,5,-1.5,Group 2,16,RRG,-0.7280237321498343
-0.027006928006333752,8,-0.5,Group 2,16,RRG,-0.1584153276208882
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.09017092806927968,8,-1.5,Group 2,16,RRG,0.5289182504809301
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
-0.09843549943490515,7,-0.5,Group 2,16,RRG,-0.5773959884978096
0.01874235664070828,7,-1.5,Group 2,16,RRG,0.1099375896040088
-0.027006928006333752,8,-0.5,Group 2,16,RRG,-0.1584153276208882
0.06352691099999941,12,1.5,Group 2,16,RRG,1.0883218137881798
0.09017092806927968,8,-1.5,Group 2,16,RRG,0.5289182504809301
-0.027006928006333752,8,-0.5,Group 2,16,RRG,-0.1584153276208882
-0.007901660428571988,11,1.5,Group 2,16,RRG,-0.13536860637788342
0.09017092806927968,8,-1.5,Group 2,16,RRG,0.5289182504809301
-0.4555783565777623,2,-0.5,Group 2,16,RRG,-2.672299292882417
-0.15075880328571478,9,1.5,Group 2,16,RRG,-2.5827494467100096
-0.33840050050214887,2,-1.5,Group 2,16,RRG,-1.984965714780599
0.11585021485080915,10,-0.5,Group 2,16,RRG,0.6795459941329551
-0.07933023185714339,10,1.5,Group 2,16,RRG,-1.3590590265439466
0.23302807092642258,10,-1.5,Group 2,16,RRG,1.3668795722347735
0.044421643422237755,9,-0.5,Group 2,16,RRG,0.2605653332560338
0.13495548242857092,13,1.5,Group 2,16,RRG,2.312012233954245
0.16159949949785118,9,-1.5,Group 2,16,RRG,0.9478989113578522
-0.1698640708634766,6,-0.5,Group 2,16,RRG,-0.9963766493747312
-0.07933023185714339,10,1.5,Group 2,16,RRG,-1.3590590265439466
-0.05268621478786317,6,-1.5,Group 2,16,RRG,-0.30904307127291286
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.14654232531631417,13,-1.5,Group 5,17,RRG,1.5340727100754084
0.13054736553388502,13,-0.5,Group 5,17,RRG,1.3666300872835713
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
-0.041628336257101606,11,1.5,Group 5,17,RRG,-0.8112478250089307
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.14654232531631417,13,-1.5,Group 5,17,RRG,1.5340727100754084
0.13054736553388502,13,-0.5,Group 5,17,RRG,1.3666300872835713
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.06774338896940013,10,-1.5,Group 5,17,RRG,-0.7091690682651579
-0.08373834875182928,10,-0.5,Group 5,17,RRG,-0.8766116910569949
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.06774338896940013,10,-1.5,Group 5,17,RRG,-0.7091690682651579
-0.08373834875182928,10,-0.5,Group 5,17,RRG,-0.8766116910569949
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.041628336257101606,11,1.5,Group 5,17,RRG,-0.8112478250089307
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
0.0036851824591712656,11,-1.5,Group 5,17,RRG,0.038578191181697113
-0.012309777323257887,11,-0.5,Group 5,17,RRG,-0.12886443161013983
-0.041628336257101606,11,1.5,Group 5,17,RRG,-0.8112478250089307
-0.13917196039797153,9,-1.5,Group 5,17,RRG,-1.456916327712013
-0.15516692018040068,9,-0.5,Group 5,17,RRG,-1.6243589505038498
-0.1844854791142444,9,1.5,Group 5,17,RRG,-3.595230007579978
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.21060053182654304,8,-1.5,Group 5,17,RRG,-2.204663587158869
-0.2265954916089722,8,-0.5,Group 5,17,RRG,-2.372106209950706
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.06774338896940013,10,-1.5,Group 5,17,RRG,-0.7091690682651579
-0.08373834875182928,10,-0.5,Group 5,17,RRG,-0.8766116910569949
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.14654232531631417,13,-1.5,Group 5,17,RRG,1.5340727100754084
0.13054736553388502,13,-0.5,Group 5,17,RRG,1.3666300872835713
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.06774338896940013,10,-1.5,Group 5,17,RRG,-0.7091690682651579
-0.08373834875182928,10,-0.5,Group 5,17,RRG,-0.8766116910569949
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.06774338896940013,10,-1.5,Group 5,17,RRG,-0.7091690682651579
-0.08373834875182928,10,-0.5,Group 5,17,RRG,-0.8766116910569949
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.06774338896940013,10,-1.5,Group 5,17,RRG,-0.7091690682651579
-0.08373834875182928,10,-0.5,Group 5,17,RRG,-0.8766116910569949
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.0036851824591712656,11,-1.5,Group 5,17,RRG,0.038578191181697113
-0.012309777323257887,11,-0.5,Group 5,17,RRG,-0.12886443161013983
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.06774338896940013,10,-1.5,Group 5,17,RRG,-0.7091690682651579
-0.08373834875182928,10,-0.5,Group 5,17,RRG,-0.8766116910569949
-0.041628336257101606,11,1.5,Group 5,17,RRG,-0.8112478250089307
-0.06774338896940013,10,-1.5,Group 5,17,RRG,-0.7091690682651579
-0.08373834875182928,10,-0.5,Group 5,17,RRG,-0.8766116910569949
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
-0.13917196039797153,9,-1.5,Group 5,17,RRG,-1.456916327712013
-0.15516692018040068,9,-0.5,Group 5,17,RRG,-1.6243589505038498
-0.041628336257101606,11,1.5,Group 5,17,RRG,-0.8112478250089307
0.0036851824591712656,11,-1.5,Group 5,17,RRG,0.038578191181697113
-0.012309777323257887,11,-0.5,Group 5,17,RRG,-0.12886443161013983
-0.113056907685673,10,1.5,Group 5,17,RRG,-2.2032389162944543
0.07511375388774266,12,-1.5,Group 5,17,RRG,0.7863254506285522
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.0036851824591712656,11,-1.5,Group 5,17,RRG,0.038578191181697113
0.05911879410531351,12,-0.5,Group 5,17,RRG,0.6188828278367152
0.02980023517146979,12,1.5,Group 5,17,RRG,0.5807432662765929
0.18721579732226712,10,-1.5,Group 2,19,BB,1.277006666129802
0.11329951013606854,10,-0.5,Group 2,19,BB,0.7728206261565947
0.05231138853718231,11,1.5,Group 2,19,BB,0.6631720558174055
-0.3127842026777329,3,-1.5,Group 2,19,BB,-2.1335139320107617
-0.38670048986393146,3,-0.5,Group 2,19,BB,-2.6376999719839693
-0.30483146860567484,6,1.5,Group 2,19,BB,-3.8644684717052464
0.044358654465124214,8,-1.5,Group 2,19,BB,0.30257220951821207
-0.029557632721074367,8,-0.5,Group 2,19,BB,-0.2016138304549953
-0.18076259348717744,5,-1.5,Group 1,2,BB,-1.0860286473313208
-0.25698365443589904,5,-0.5,Group 1,2,BB,-1.5439677271120622
-0.03414262896604536,10,1.5,Group 1,2,BB,-0.20257346339490231
0.03352312079853681,8,-1.5,Group 1,2,BB,0.2014082052752909
-0.0426979401501848,8,-0.5,Group 1,2,BB,-0.25653087450545053
-0.7484283432517597,0,1.5,Group 1,2,BB,-4.4405403504866205
0.10495169222710832,9,-1.5,Group 1,2,BB,0.6305538228108286
0.02873063127838671,9,-0.5,Group 1,2,BB,0.17261474303008723
0.10871451389109743,12,1.5,Group 1,2,BB,0.6450199140234409
0.2478088350842511,11,-1.5,Group 1,2,BB,1.4888450578819028
0.1715877741355295,11,-0.5,Group 1,2,BB,1.0309059781011614
0.10871451389109743,12,1.5,Group 1,2,BB,0.6450199140234409
-0.03790545063003459,7,-1.5,Group 1,2,BB,-0.22773741226024619
-0.1141265115787562,7,-0.5,Group 1,2,BB,-0.6856764920409876
-0.03414262896604536,10,1.5,Group 1,2,BB,-0.20257346339490231
-0.03790545063003459,7,-1.5,Group 1,2,BB,-0.22773741226024619
-0.1141265115787562,7,-0.5,Group 1,2,BB,-0.6856764920409876
-0.03414262896604536,10,1.5,Group 1,2,BB,-0.20257346339490231
-0.43164507304818084,2,-1.5,Group 2,3,Cooba,-2.448366988641802
-0.4737349324043593,2,-0.5,Group 2,3,Cooba,-2.6871080947930146
-0.40954765048158437,4,1.5,Group 2,3,Cooba,-3.481257108267424
0.2826406412375334,12,-1.5,Group 2,3,Cooba,1.60318756974966
0.24055078188135492,12,-0.5,Group 2,3,Cooba,1.3644464635984475
0.09045234951841563,11,1.5,Group 2,3,Cooba,0.7688675160270102
0.13978349838039061,10,-1.5,Group 2,3,Cooba,0.792876658071368
0.09769363902421213,10,-0.5,Group 2,3,Cooba,0.5541355519201554
0.019023778089844234,10,1.5,Group 2,3,Cooba,0.16170685541351984
-0.05240479333872716,9,1.5,Group 2,3,Cooba,-0.4454538051999705
0.211212069808962,11,-1.5,Group 2,3,Cooba,1.1980321139105141
0.16912221045278353,11,-0.5,Group 2,3,Cooba,0.9592910077593014
0.3540692126661049,13,-1.5,Group 2,3,Cooba,2.0083430255888066
0.31197935330992643,13,-0.5,Group 2,3,Cooba,1.769601919437594
0.019023778089844234,10,1.5,Group 2,3,Cooba,0.16170685541351984
-0.03693960166011545,10,1.5,Group 3,7,BB,-0.49334521891611155
-0.04506341160263572,8,-1.5,Group 3,7,BB,-0.30911325983986643
-0.09339007164021984,8,-0.5,Group 3,7,BB,-0.6406108293784518
0.034488969768455946,11,1.5,Group 3,7,BB,0.46061591289387155
0.16922230268307858,11,-1.5,Group 3,7,BB,1.1607833441735134
0.12089564264549446,11,-0.5,Group 3,7,BB,0.829285774634928
-0.03693960166011545,10,1.5,Group 3,7,BB,-0.49334521891611155
0.09779373125450719,10,-1.5,Group 3,7,BB,0.6708178095023871
0.049467071216923064,10,-0.5,Group 3,7,BB,0.3393202399638017
0.10591754119702734,12,1.5,Group 3,7,BB,1.4145770447038546
0.02636515982593579,9,-1.5,Group 3,7,BB,0.1808522748312607
-0.021961500211648333,9,-0.5,Group 3,7,BB,-0.15064529470732468
0.034488969768455946,11,1.5,Group 3,7,BB,0.46061591289387155
0.02636515982593579,9,-1.5,Group 3,7,BB,0.1808522748312607
-0.021961500211648333,9,-0.5,Group 3,7,BB,-0.15064529470732468
0.10591754119702734,12,1.5,Group 3,7,BB,1.4145770447038546
0.16922230268307858,11,-1.5,Group 3,7,BB,1.1607833441735134
0.12089564264549446,11,-0.5,Group 3,7,BB,0.829285774634928
0.034488969768455946,11,1.5,Group 3,7,BB,0.46061591289387155
-0.16481864306879124,7,-0.5,Group 3,7,BB,-1.1305763640495783
0.10864641170801481,8,-1.5,Group 2,10,BB,1.0281810074113553
0.03349084965707527,8,-0.5,Group 2,10,BB,0.3169424097688232
0.034143858510271796,10,1.5,Group 2,10,BB,0.24392820628494863
0.037217840279443415,7,-1.5,Group 2,10,BB,0.3522129807198237
-0.037937721771496125,7,-0.5,Group 2,10,BB,-0.35902561692270846
-0.0372847129182996,9,1.5,Group 2,10,BB,-0.26636688238600825
-0.03421073114912804,6,-1.5,Group 2,10,BB,-0.32375504597170845
-0.10936629320006758,6,-0.5,Group 2,10,BB,-1.0349936436142406
0.034143858510271796,10,1.5,Group 2,10,BB,0.24392820628494863
0.10864641170801481,8,-1.5,Group 2,10,BB,1.0281810074113553
0.03349084965707527,8,-0.5,Group 2,10,BB,0.3169424097688232
0.034143858510271796,10,1.5,Group 2,10,BB,0.24392820628494863
0.037217840279443415,7,-1.5,Group 2,10,BB,0.3522129807198237
-0.037937721771496125,7,-0.5,Group 2,10,BB,-0.35902561692270846
0.034143858510271796,10,1.5,Group 2,10,BB,0.24392820628494863
0.18007498313658632,9,-1.5,Group 2,10,BB,1.7041490341028882
0.10491942108564678,9,-0.5,Group 2,10,BB,0.9929104364603559
0.034143858510271796,10,1.5,Group 2,10,BB,0.24392820628494863
0.037217840279443415,7,-1.5,Group 2,10,BB,0.3522129807198237
