residual,Extent,time,HydroGp,Transect,Species,standResid
-0.3504980854061039,0.3,-0.5,Group 2,16,RRG,-1.549964969449204
0.1038403847692817,0.95,1.5,Group 2,16,RRG,1.3165184819174256
-0.21985150115422897,0.3,-1.5,Group 2,16,RRG,-0.9722225012300788
-4.980854061038542e-4,0.65,-0.5,Group 2,16,RRG,-0.002202622391960747
0.1038403847692817,0.95,1.5,Group 2,16,RRG,1.3165184819174256
0.13014849884577107,0.65,-1.5,Group 2,16,RRG,0.5755398458271643
0.003840384769281724,0.85,1.5,Group 2,16,RRG,0.04868951071076189
-4.980854061038542e-4,0.65,-0.5,Group 2,16,RRG,-0.002202622391960747
0.13014849884577107,0.65,-1.5,Group 2,16,RRG,0.5755398458271643
-4.980854061038542e-4,0.65,-0.5,Group 2,16,RRG,-0.002202622391960747
0.1038403847692817,0.95,1.5,Group 2,16,RRG,1.3165184819174256
0.13014849884577107,0.65,-1.5,Group 2,16,RRG,0.5755398458271643
0.14950191459389617,0.8,-0.5,Group 2,16,RRG,0.6611240977754292
0.003840384769281724,0.85,1.5,Group 2,16,RRG,0.04868951071076189
0.2801484988457711,0.8,-1.5,Group 2,16,RRG,1.2388665659945541
-0.5504980854061039,0.1,-0.5,Group 2,16,RRG,-2.434400596339057
-0.2961596152307182,0.55,1.5,Group 2,16,RRG,-3.754797402909229
-0.419851501154229,0.1,-1.5,Group 2,16,RRG,-1.856658128119932
0.1995019145938961,0.85,-0.5,Group 2,16,RRG,0.8822330044978922
0.05384038476928177,0.9,1.5,Group 2,16,RRG,0.6826039963140944
0.330148498845771,0.85,-1.5,Group 2,16,RRG,1.459975472717017
0.09950191459389612,0.75,-0.5,Group 2,16,RRG,0.4400151910529657
0.1038403847692817,0.95,1.5,Group 2,16,RRG,1.3165184819174256
0.23014849884577104,0.75,-1.5,Group 2,16,RRG,1.0177576592720907
-0.15049808540610388,0.5,-0.5,Group 2,16,RRG,-0.6655293425593507
-0.04615961523071821,0.8,1.5,Group 2,16,RRG,-0.5852249748925692
-0.019851501154228957,0.5,-1.5,Group 2,16,RRG,-0.08778687434022565
0.15078795180109128,0.999,-0.5,Group 5,17,RRG,1.3645709332512785
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
0.16985401419671364,0.999,-1.5,Group 5,17,RRG,1.5371112074964073
0.08085401419671367,0.91,-1.5,Group 5,17,RRG,0.7316966394971831
0.06178795180109131,0.91,-0.5,Group 5,17,RRG,0.5591563652520546
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
0.15078795180109128,0.999,-0.5,Group 5,17,RRG,1.3645709332512785
0.01891292277882395,0.9,1.5,Group 5,17,RRG,0.24162178825270816
0.16985401419671364,0.999,-1.5,Group 5,17,RRG,1.5371112074964073
0.08085401419671367,0.91,-1.5,Group 5,17,RRG,0.7316966394971831
0.06178795180109131,0.91,-0.5,Group 5,17,RRG,0.5591563652520546
0.11791292277882393,0.999,1.5,Group 5,17,RRG,1.5063949445097096
-0.1291459858032864,0.7,-1.5,Group 5,17,RRG,-1.1687197569054817
-0.14821204819890876,0.7,-0.5,Group 5,17,RRG,-1.3412600311506104
0.01891292277882395,0.9,1.5,Group 5,17,RRG,0.24162178825270816
-0.1291459858032864,0.7,-1.5,Group 5,17,RRG,-1.1687197569054817
-0.14821204819890876,0.7,-0.5,Group 5,17,RRG,-1.3412600311506104
0.01891292277882395,0.9,1.5,Group 5,17,RRG,0.24162178825270816
0.02085401419671362,0.85,-1.5,Group 5,17,RRG,0.18872052623927857
0.0017879518010912587,0.85,-0.5,Group 5,17,RRG,0.016180251994150015
-0.031087077221176096,0.85,1.5,Group 5,17,RRG,-0.39715253308921245
0.01891292277882395,0.9,1.5,Group 5,17,RRG,0.24162178825270816
-0.019145985803286303,0.81,-1.5,Group 5,17,RRG,-0.1732635492659901
-0.038212048198908666,0.81,-0.5,Group 5,17,RRG,-0.34580382351111866
-0.21914598580328637,0.61,-1.5,Group 5,17,RRG,-1.9831839267923377
-0.23821204819890873,0.61,-0.5,Group 5,17,RRG,-2.155724201037466
-0.031087077221176096,0.85,1.5,Group 5,17,RRG,-0.39715253308921245
-0.32914598580328636,0.5,-1.5,Group 5,17,RRG,-2.9786401344318283
-0.3482120481989087,0.5,-0.5,Group 5,17,RRG,-3.151180408676957
-0.33108707722117603,0.55,1.5,Group 5,17,RRG,-4.2297984611407315
0.02085401419671362,0.85,-1.5,Group 5,17,RRG,0.18872052623927857
0.0017879518010912587,0.85,-0.5,Group 5,17,RRG,0.016180251994150015
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
0.16985401419671364,0.999,-1.5,Group 5,17,RRG,1.5371112074964073
0.15078795180109128,0.999,-0.5,Group 5,17,RRG,1.3645709332512785
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
0.08085401419671367,0.91,-1.5,Group 5,17,RRG,0.7316966394971831
0.06178795180109131,0.91,-0.5,Group 5,17,RRG,0.5591563652520546
0.11791292277882393,0.999,1.5,Group 5,17,RRG,1.5063949445097096
0.08085401419671367,0.91,-1.5,Group 5,17,RRG,0.7316966394971831
0.06178795180109131,0.91,-0.5,Group 5,17,RRG,0.5591563652520546
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
0.02085401419671362,0.85,-1.5,Group 5,17,RRG,0.18872052623927857
0.0017879518010912587,0.85,-0.5,Group 5,17,RRG,0.016180251994150015
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
0.08085401419671367,0.91,-1.5,Group 5,17,RRG,0.7316966394971831
0.06178795180109131,0.91,-0.5,Group 5,17,RRG,0.5591563652520546
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
0.08085401419671367,0.91,-1.5,Group 5,17,RRG,0.7316966394971831
0.06178795180109131,0.91,-0.5,Group 5,17,RRG,0.5591563652520546
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
-0.019145985803286303,0.81,-1.5,Group 5,17,RRG,-0.1732635492659901
-0.038212048198908666,0.81,-0.5,Group 5,17,RRG,-0.34580382351111866
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
-0.019145985803286303,0.81,-1.5,Group 5,17,RRG,-0.1732635492659901
-0.038212048198908666,0.81,-0.5,Group 5,17,RRG,-0.34580382351111866
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
-0.019145985803286303,0.81,-1.5,Group 5,17,RRG,-0.1732635492659901
-0.038212048198908666,0.81,-0.5,Group 5,17,RRG,-0.34580382351111866
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
-0.019145985803286303,0.81,-1.5,Group 5,17,RRG,-0.1732635492659901
-0.038212048198908666,0.81,-0.5,Group 5,17,RRG,-0.34580382351111866
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
-0.02914598580328631,0.8,-1.5,Group 5,17,RRG,-0.26375956814230755
-0.048212048198908675,0.8,-0.5,Group 5,17,RRG,-0.4362998423874361
0.01891292277882395,0.9,1.5,Group 5,17,RRG,0.24162178825270816
-0.02914598580328631,0.8,-1.5,Group 5,17,RRG,-0.26375956814230755
-0.048212048198908675,0.8,-0.5,Group 5,17,RRG,-0.4362998423874361
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
-0.1291459858032864,0.7,-1.5,Group 5,17,RRG,-1.1687197569054817
-0.14821204819890876,0.7,-0.5,Group 5,17,RRG,-1.3412600311506104
0.01891292277882395,0.9,1.5,Group 5,17,RRG,0.24162178825270816
0.07085401419671367,0.9,-1.5,Group 5,17,RRG,0.6412006206208657
0.0517879518010913,0.9,-0.5,Group 5,17,RRG,0.4686603463757371
0.01891292277882395,0.9,1.5,Group 5,17,RRG,0.24162178825270816
0.08085401419671367,0.91,-1.5,Group 5,17,RRG,0.7316966394971831
0.06178795180109131,0.91,-0.5,Group 5,17,RRG,0.5591563652520546
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
0.02085401419671362,0.85,-1.5,Group 5,17,RRG,0.18872052623927857
0.0017879518010912587,0.85,-0.5,Group 5,17,RRG,0.016180251994150015
0.06891292277882388,0.95,1.5,Group 5,17,RRG,0.8803961095946273
0.24281899652989436,0.75,-1.5,Group 2,19,BB,1.2609933529294584
0.16738334621871553,0.75,-0.5,Group 2,19,BB,0.869245363786457
0.03027034138073137,0.75,1.5,Group 2,19,BB,0.19031232890494215
-0.3571810034701056,0.15,-1.5,Group 2,19,BB,-1.8548914113193204
-0.43261665378128444,0.15,-0.5,Group 2,19,BB,-2.246639400462322
-0.6697296586192686,0.05,1.5,Group 2,19,BB,-4.210649938347848
0.09281899652989434,0.6,-1.5,Group 2,19,BB,0.48202216186726343
0.017383346218715512,0.6,-0.5,Group 2,19,BB,0.09027417272426214
-0.29264454602223405,0.3,-1.5,Group 1,2,BB,-1.3909539039530066
-0.35963885715794236,0.3,-0.5,Group 1,2,BB,-1.7093811560015582
0.025265883355264807,0.8,1.5,Group 1,2,BB,0.21337620363843648
0.007355453977765936,0.6,-1.5,Group 1,2,BB,0.03496083410672167
-0.05963885715794237,0.6,-0.5,Group 1,2,BB,-0.2834664179418298
0.10735545397776591,0.7,-1.5,Group 1,2,BB,0.5102657467932976
0.04036114284205761,0.7,-0.5,Group 1,2,BB,0.19183849474474618
0.07526588335526474,0.85,1.5,Group 1,2,BB,0.6356377185796382
0.317355453977766,0.91,-1.5,Group 1,2,BB,1.5084060634351077
0.2503611428420577,0.91,-0.5,Group 1,2,BB,1.1899788113865564
0.17526588335526472,0.95,1.5,Group 1,2,BB,1.4801607484620425
-0.09264454602223404,0.5,-1.5,Group 1,2,BB,-0.4403440785798543
-0.15963885715794235,0.5,-0.5,Group 1,2,BB,-0.7587713306284058
-0.07473411664473528,0.7,1.5,Group 1,2,BB,-0.6311468262439688
-0.09264454602223404,0.5,-1.5,Group 1,2,BB,-0.4403440785798543
-0.15963885715794235,0.5,-0.5,Group 1,2,BB,-0.7587713306284058
0.025265883355264807,0.8,1.5,Group 1,2,BB,0.21337620363843648
-0.5660484566154941,0.05,-1.5,Group 2,3,Cooba,-2.480160497391343
-0.6404228115315886,0.05,-0.5,Group 2,3,Cooba,-2.8060342541802634
-0.7616353772345756,0.05,1.5,Group 2,3,Cooba,-3.6423902987148744
0.2939515433845059,0.91,-1.5,Group 2,3,Cooba,1.2879586500572278
0.21957718846841134,0.91,-0.5,Group 2,3,Cooba,0.9620848932683074
0.13836462276542427,0.95,1.5,Group 2,3,Cooba,0.6617050293488465
0.2939515433845059,0.91,-1.5,Group 2,3,Cooba,1.2879586500572278
0.21957718846841134,0.91,-0.5,Group 2,3,Cooba,0.9620848932683074
0.08836462276542434,0.9,1.5,Group 2,3,Cooba,0.4225886222341956
-0.011635377234575639,0.8,1.5,Group 2,3,Cooba,-0.05564419199510665
0.2939515433845059,0.91,-1.5,Group 2,3,Cooba,1.2879586500572278
0.21957718846841134,0.91,-0.5,Group 2,3,Cooba,0.9620848932683074
0.2939515433845059,0.91,-1.5,Group 2,3,Cooba,1.2879586500572278
0.21957718846841134,0.91,-0.5,Group 2,3,Cooba,0.9620848932683074
0.08836462276542434,0.9,1.5,Group 2,3,Cooba,0.4225886222341956
-0.03380888248357172,0.75,1.5,Group 3,7,BB,-0.3078950437816016
-0.14878231558850885,0.5,-1.5,Group 3,7,BB,-0.9764257937425898
-0.19814108838292033,0.5,-0.5,Group 3,7,BB,-1.3003566232454593
0.06619111751642826,0.85,1.5,Group 3,7,BB,0.6027977125708529
0.1612176844114912,0.81,-1.5,Group 3,7,BB,1.0580363993137818
0.11185891161707973,0.81,-0.5,Group 3,7,BB,0.7341055698109122
-0.03380888248357172,0.75,1.5,Group 3,7,BB,-0.3078950437816016
