TCI,HYDRO_GP,Transect,SPECIES,Year,medYear,time,mTCI
10,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.3321
10,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.3321
12,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.7125
10,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.3321
10,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.3321
11,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.675
6,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.16
6,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.16
10,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.42
11,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.42
11,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.68
7,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.24
10,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.6
7,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.24
6,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.12
6,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.12
10,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.64
7,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.2
7,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.2
10,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.525
7,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.24
10,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.64
7,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.24
11,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.68
8,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.36
8,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.36
11,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.6375
9,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.45
9,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.45
11,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.6375
8,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.36
8,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.36
10,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.6
8,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.25
8,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.25
11,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.5625
10,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.5625
13,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.8075
12,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.6561
12,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.6561
11,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.68
14,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,1
14,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,1
12,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.76
8,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.28
8,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.28
10,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.6
7,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.24
12,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.7225
9,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.42
12,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.7225
8,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.28
8,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.28
10,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.5625
6,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.16
6,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.16
9,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.35
8,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.36
8,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.36
12,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.7225
13,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.7371
13,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.7371
13,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.8075
12,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.637
12,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.637
12,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.765
7,Group 3,7,Eucalyptus largiflorens,2015,2018,-3,0.175
7,Group 3,7,Eucalyptus largiflorens,2016,2018,-2,0.175
9,Group 3,7,Eucalyptus largiflorens,2018,2018,0,0.4
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.28
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.28
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
5,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.06
5,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.06
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.4125
5,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.06
5,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.06
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.35
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.35
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.35
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.28
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.28
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.455
5,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.06
5,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.06
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.595
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.585
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.35
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.35
12,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.35
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.35
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.18
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.18
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.525
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.15
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.15
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.675
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.6075
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.6075
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
6,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.1
6,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.1
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.24
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.225
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.225
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.425
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.182
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.182
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.2125
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.15
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.15
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.2
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.364
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.364
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.2125
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.243
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.243
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.36
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.425
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.15
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.15
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.1625
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.182
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.182
6,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.0875
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.486
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.486
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.45
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.486
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.486
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.585
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.24
7,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.24
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.35
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.35
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.42
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.42
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.42
9,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.42
10,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.21
8,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.21
11,Group 3,21,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.675
9,mixed,6,Acacia stenophylla,2015,2018,-3,0.35
9,mixed,6,Acacia stenophylla,2016,2018,-2,0.35
10,mixed,6,Acacia stenophylla,2018,2018,0,0.54
12,mixed,6,Acacia stenophylla,2015,2018,-3,0.728
12,mixed,6,Acacia stenophylla,2016,2018,-2,0.728
12,mixed,6,Acacia stenophylla,2018,2018,0,0.665
10,mixed,6,Acacia stenophylla,2015,2018,-3,0.38
10,mixed,6,Acacia stenophylla,2016,2018,-2,0.38
12,mixed,6,Acacia stenophylla,2018,2018,0,0.665
8,mixed,6,Acacia stenophylla,2015,2018,-3,0.162
8,mixed,6,Acacia stenophylla,2016,2018,-2,0.162
11,mixed,6,Acacia stenophylla,2018,2018,0,0.585
8,mixed,6,Acacia stenophylla,2015,2018,-3,0.28
8,mixed,6,Acacia stenophylla,2016,2018,-2,0.28
11,mixed,6,Acacia stenophylla,2018,2018,0,0.63
8,mixed,6,Acacia stenophylla,2015,2018,-3,0.28
8,mixed,6,Acacia stenophylla,2016,2018,-2,0.28
10,mixed,6,Acacia stenophylla,2018,2018,0,0.54
9,mixed,6,Acacia stenophylla,2015,2018,-3,0.182
9,mixed,6,Acacia stenophylla,2016,2018,-2,0.182
12,mixed,6,Acacia stenophylla,2018,2018,0,0.6175
9,mixed,6,Acacia stenophylla,2015,2018,-3,0.243
9,mixed,6,Acacia stenophylla,2016,2018,-2,0.243
12,mixed,6,Acacia stenophylla,2018,2018,0,0.6175
10,mixed,6,Acacia stenophylla,2015,2018,-3,0.364
10,mixed,6,Acacia stenophylla,2016,2018,-2,0.364
12,mixed,6,Acacia stenophylla,2018,2018,0,0.6175
8,mixed,6,Acacia stenophylla,2015,2018,-3,0.21
8,mixed,6,Acacia stenophylla,2016,2018,-2,0.21
11,mixed,6,Acacia stenophylla,2018,2018,0,0.585
10,mixed,6,Acacia stenophylla,2015,2018,-3,0.405
10,mixed,6,Acacia stenophylla,2016,2018,-2,0.405
11,mixed,6,Acacia stenophylla,2018,2018,0,0.585
11,mixed,6,Acacia stenophylla,2015,2018,-3,0.455
11,mixed,6,Acacia stenophylla,2016,2018,-2,0.455
11,mixed,6,Acacia stenophylla,2018,2018,0,0.57
10,mixed,6,Acacia stenophylla,2015,2018,-3,0.486
10,mixed,6,Acacia stenophylla,2016,2018,-2,0.486
10,mixed,6,Acacia stenophylla,2018,2018,0,0.54
8,mixed,6,Acacia stenophylla,2015,2018,-3,0.162
8,mixed,6,Acacia stenophylla,2016,2018,-2,0.162
11,mixed,6,Acacia stenophylla,2018,2018,0,0.585
9,mixed,6,Acacia stenophylla,2015,2018,-3,0.243
9,mixed,6,Acacia stenophylla,2016,2018,-2,0.243
10,mixed,6,Acacia stenophylla,2018,2018,0,0.54
10,mixed,6,Acacia stenophylla,2015,2018,-3,0.486
10,mixed,6,Acacia stenophylla,2016,2018,-2,0.486
10,mixed,6,Acacia stenophylla,2018,2018,0,0.54
4,mixed,6,Acacia stenophylla,2015,2018,-3,0.04
4,mixed,6,Acacia stenophylla,2016,2018,-2,0.04
6,mixed,6,Acacia stenophylla,2018,2018,0,0.11
6,mixed,6,Acacia stenophylla,2015,2018,-3,0.12
6,mixed,6,Acacia stenophylla,2016,2018,-2,0.12
11,mixed,6,Acacia stenophylla,2018,2018,0,0.57
7,mixed,6,Acacia stenophylla,2015,2018,-3,0.105
7,mixed,6,Acacia stenophylla,2016,2018,-2,0.105
11,mixed,6,Acacia stenophylla,2018,2018,0,0.585
6,mixed,6,Acacia stenophylla,2015,2018,-3,0.07
6,mixed,6,Acacia stenophylla,2016,2018,-2,0.07
12,mixed,6,Acacia stenophylla,2018,2018,0,0.6175
6,mixed,6,Acacia stenophylla,2015,2018,-3,0.1
6,mixed,6,Acacia stenophylla,2016,2018,-2,0.1
11,mixed,6,Acacia stenophylla,2018,2018,0,0.595
8,mixed,6,Acacia stenophylla,2015,2018,-3,0.28
8,mixed,6,Acacia stenophylla,2016,2018,-2,0.28
10,mixed,6,Acacia stenophylla,2018,2018,0,0.54
5,mixed,6,Acacia stenophylla,2015,2018,-3,0.05
5,mixed,6,Acacia stenophylla,2016,2018,-2,0.05
11,mixed,6,Acacia stenophylla,2018,2018,0,0.5525
6,mixed,6,Acacia stenophylla,2015,2018,-3,0.1
6,mixed,6,Acacia stenophylla,2016,2018,-2,0.1
10,mixed,6,Acacia stenophylla,2018,2018,0,0.4675
9,mixed,6,Acacia stenophylla,2015,2018,-3,0.45
9,mixed,6,Acacia stenophylla,2016,2018,-2,0.45
11,mixed,6,Acacia stenophylla,2018,2018,0,0.5225
9,mixed,6,Acacia stenophylla,2015,2018,-3,0.45
9,mixed,6,Acacia stenophylla,2016,2018,-2,0.45
11,mixed,6,Acacia stenophylla,2018,2018,0,0.5225
5,mixed,6,Acacia stenophylla,2015,2018,-3,0.05
5,mixed,6,Acacia stenophylla,2016,2018,-2,0.05
9,mixed,6,Acacia stenophylla,2018,2018,0,0.44
6,mixed,6,Acacia stenophylla,2015,2018,-3,0.12
6,mixed,6,Acacia stenophylla,2016,2018,-2,0.12
9,mixed,6,Acacia stenophylla,2018,2018,0,0.4125
6,mixed,6,Acacia stenophylla,2015,2018,-3,0.12
6,mixed,6,Acacia stenophylla,2016,2018,-2,0.12
10,mixed,6,Acacia stenophylla,2018,2018,0,0.45
7,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.24
11,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.585
2,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.01
2,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.01
0,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0
7,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.2
7,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.2
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.52
9,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.42
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.6
6,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.1
6,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.1
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.5625
7,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.24
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.45
9,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.45
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.64
7,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.22
7,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.22
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.375
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.375
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.375
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.375
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.6375
7,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.2
7,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.2
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.68
8,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.28
8,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.28
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.6
12,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.6825
12,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.6825
12,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.76
12,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.6825
12,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.6825
12,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.76
8,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.36
8,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.36
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.64
7,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.24
10,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.486
8,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.225
8,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.225
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.72
9,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.243
9,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.243
12,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.765
9,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.45
9,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.45
12,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.7225
10,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.486
10,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.486
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.72
9,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.42
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.42
12,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.7225
7,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.18
7,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.18
10,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.5625
10,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.405
10,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.405
10,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.525
8,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.21
8,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.21
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.6375
8,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.25
8,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.25
9,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.4125
7,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.18
7,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.18
10,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.56
10,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.4875
10,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.49
10,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.325
10,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.56
9,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.375
10,Group 2,26,Eucalyptus largiflorens,2018,2018,0,0.455
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.64
8,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.28
8,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.28
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.6
6,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.12
6,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.12
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.56
7,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.24
11,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.6375
7,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.24
9,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.48
6,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.16
6,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.16
11,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.6375
4,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.04
4,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.04
8,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.3
8,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.3
8,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.3
11,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.6375
5,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.08
5,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.08
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.525
6,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.16
6,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.16
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.64
7,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.24
11,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.6375
6,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.1
6,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.1
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.6
8,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.33
8,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.33
10,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.6
8,Group 2,10,Eucalyptus largiflorens,2015,2018,-3,0.33
8,Group 2,10,Eucalyptus largiflorens,2016,2018,-2,0.33
11,Group 2,10,Eucalyptus largiflorens,2018,2018,0,0.68
