TCI,HYDRO_GP,Transect,SPECIES,Year,medYear,time,mTCI
9,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.385
0,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0
11,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.72
11,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.68
11,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.72
12,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.76
11,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.675
11,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.63
12,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.76
11,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.72
12,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.76
10,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.6375
0,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0
10,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0.4875
8,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.225
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.56
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.52
6,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.07
7,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.15
8,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.21
9,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.375
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.56
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.56
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.6375
11,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.5625
9,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.48
11,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.68
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
9,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.375
8,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.225
9,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.45
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
7,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.14
9,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0.45
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.64
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.455
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.64
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.64
12,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.76
12,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.765
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6
0,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0
2,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.005
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.68
11,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.64
0,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.52
11,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.675
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.64
11,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.72
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.72
12,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.76
7,Group 1,41,Acacia stenophylla,2018,2018,0,0.24
8,Group 1,41,Acacia stenophylla,2018,2018,0,0.32
9,Group 1,41,Acacia stenophylla,2018,2018,0,0.35
10,Group 1,41,Acacia stenophylla,2018,2018,0,0.45
10,Group 1,41,Acacia stenophylla,2018,2018,0,0.45
10,Group 1,41,Acacia stenophylla,2018,2018,0,0.51
8,Group 1,41,Acacia stenophylla,2018,2018,0,0.3
9,Group 1,41,Acacia stenophylla,2018,2018,0,0.34
10,Group 1,41,Acacia stenophylla,2018,2018,0,0.56
11,Group 1,41,Acacia stenophylla,2018,2018,0,0.585
11,Group 1,41,Acacia stenophylla,2018,2018,0,0.63
12,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.765
11,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.68
12,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.765
11,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.72
12,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.765
11,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.68
11,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.68
11,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.595
12,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.765
12,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.7225
11,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.68
11,Group 1,41,Acacia stenophylla,2018,2018,0,0.475
10,Group 1,41,Acacia stenophylla,2018,2018,0,0.45
10,Group 1,41,Acacia stenophylla,2018,2018,0,0.54
10,Group 1,41,Acacia stenophylla,2018,2018,0,0.56
13,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.855
12,Group 1,41,Eucalyptus largiflorens,2018,2018,0,0.765
12,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7225
12,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7225
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
13,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.8075
13,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.8075
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6
11,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
12,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
11,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
11,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
11,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
12,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
11,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.525
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.5625
12,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.81
12,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.765
12,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7225
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.52
11,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.675
11,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
11,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
10,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
9,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.36
12,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.5625
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.5625
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.56
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.525
9,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.315
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.56
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.52
9,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.4125
12,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.7225
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.64
11,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.72
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.51
11,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.56
9,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.4
8,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.2625
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.64
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.64
10,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0.6
0,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.595
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.675
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.525
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.525
12,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7125
12,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.765
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.56
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.52
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.455
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
9,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.35
9,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.375
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
10,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.56
11,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
12,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
10,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.56
10,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.44
10,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.5625
10,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.42
0,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0
10,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.455
7,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.14
11,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.6
7,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0.0975
0,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
11,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.595
0,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
10,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.525
0,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
9,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.45
11,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
11,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
11,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
11,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
10,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.525
11,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
11,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
11,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
11,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.6375
11,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.68
11,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.64
10,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.6375
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
10,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.72
10,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.6
12,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.76
12,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.7225
12,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.765
12,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.7225
13,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.855
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
12,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.765
8,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.24
8,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.2
10,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.64
10,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.64
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
13,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.8075
11,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.72
12,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.76
11,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.64
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.6
12,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.7225
9,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.4
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.72
0,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.68
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.56
10,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.56
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.595
10,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.56
9,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.375
9,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.4125
10,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.675
10,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.6
12,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.76
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.72
12,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.765
12,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.7225
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.68
8,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.28
12,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.765
10,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.56
11,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0.3375
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7125
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.665
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.675
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7125
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.665
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.665
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.595
10,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.4875
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
10,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.56
7,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.14
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.585
10,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.5625
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.5525
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.5525
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7125
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.595
10,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.455
11,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.665
12,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.56
9,Group 3,49,Acacia stenophylla,2018,2018,0,0.48
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.525
0,Group 3,49,Acacia stenophylla,2018,2018,0,0
11,Group 3,49,Acacia stenophylla,2018,2018,0,0.63
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.51
8,Group 3,49,Acacia stenophylla,2018,2018,0,0.3
0,Group 3,49,Acacia stenophylla,2018,2018,0,0
9,Group 3,49,Acacia stenophylla,2018,2018,0,0.45
9,Group 3,49,Acacia stenophylla,2018,2018,0,0.35
7,Group 3,49,Acacia stenophylla,2018,2018,0,0.21
9,Group 3,49,Acacia stenophylla,2018,2018,0,0.48
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.51
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.45
9,Group 3,49,Acacia stenophylla,2018,2018,0,0.48
9,Group 3,49,Acacia stenophylla,2018,2018,0,0.48
8,Group 3,49,Acacia stenophylla,2018,2018,0,0.275
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.54
11,Group 3,49,Acacia stenophylla,2018,2018,0,0.475
11,Group 3,49,Acacia stenophylla,2018,2018,0,0.57
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.45
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.54
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.54
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.54
12,Group 3,49,Acacia stenophylla,2018,2018,0,0.665
11,Group 3,49,Acacia stenophylla,2018,2018,0,0.63
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.51
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.425
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.45
10,Group 3,49,Acacia stenophylla,2018,2018,0,0.45
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.52
11,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.675
11,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.68
0,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0
12,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.76
12,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.7125
11,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.675
0,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.525
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.64
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.64
11,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.64
11,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.5625
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.6
6,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.0325
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.525
0,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0
11,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.72
9,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.35
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.49
10,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.5625
9,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0.385
10,Group 5,51,Eucalyptus largiflorens,2018,2018,0,0.64
11,Group 5,51,Eucalyptus largiflorens,2018,2018,0,0.72
11,Group 5,51,Eucalyptus largiflorens,2018,2018,0,0.72
11,Group 5,51,Eucalyptus largiflorens,2018,2018,0,0.72
11,Group 5,51,Eucalyptus largiflorens,2018,2018,0,0.63
