residual,mTCI,time,HydroGp,Transect,Species,standResid
0.06239645138839589,0.7125,1.5,Group 3,12,RRG,0.7729407071675406
-0.051235981053802566,0.04,-1.5,Group 1,11,BB,-0.4067796946299964
-0.1762035220036672,0.04,-0.5,Group 1,11,BB,-1.3989390541407822
-0.18613860390339637,0.28,1.5,Group 1,11,BB,-1.205130179413676
0.008764018946197438,0.1,-1.5,Group 1,11,BB,0.06958049552953983
-0.11620352200366721,0.1,-0.5,Group 1,11,BB,-0.9225788639812461
0.17136139609660356,0.6375,1.5,Group 1,11,BB,1.1094570695805552
0.06876401894619744,0.16,-1.5,Group 1,11,BB,0.545940685689076
-0.05620352200366721,0.16,-0.5,Group 1,11,BB,-0.4462186738217099
0.20886139609660365,0.675,1.5,Group 1,11,BB,1.352245941852678
0.06876401894619744,0.16,-1.5,Group 1,11,BB,0.545940685689076
-0.05620352200366721,0.16,-0.5,Group 1,11,BB,-0.4462186738217099
-0.1661386039033964,0.3,1.5,Group 1,11,BB,-1.0756427808685445
-0.06123598105380257,0.03,-1.5,Group 1,11,BB,-0.4861730596565858
-0.18620352200366722,0.03,-0.5,Group 1,11,BB,-1.4783324191673717
0.17386139609660362,0.64,1.5,Group 1,11,BB,1.1256429943986972
-0.011235981053802566,0.08,-1.5,Group 1,11,BB,-0.08920623452363895
-0.1362035220036672,0.08,-0.5,Group 1,11,BB,-1.0813655940344247
0.058861396096603624,0.525,1.5,Group 1,11,BB,0.38109045276418907
-0.07123598105380256,0.02,-1.5,Group 1,11,BB,-0.5655664246831752
-0.19620352200366722,0.02,-0.5,Group 1,11,BB,-1.5577257841939611
0.02136139609660359,0.4875,1.5,Group 1,11,BB,0.13830158049206664
0.08876401894619743,0.18,-1.5,Group 1,11,BB,0.7047274157422547
-0.03620352200366722,0.18,-0.5,Group 1,11,BB,-0.2874319437685312
0.21386139609660365,0.68,1.5,Group 1,11,BB,1.384617791488961
-0.03123598105380257,0.06,-1.5,Group 1,11,BB,-0.24799296457681771
-0.15620352200366722,0.06,-0.5,Group 1,11,BB,-1.2401523240876036
0.21386139609660365,0.68,1.5,Group 1,11,BB,1.384617791488961
0.2938613960966036,0.76,1.5,Group 1,11,BB,1.9025673856694882
0.3947640189461974,0.486,-1.5,Group 1,11,BB,3.134164385555889
0.2697964779963328,0.486,-0.5,Group 1,11,BB,2.1420050260451036
-0.06123598105380257,0.03,-1.5,Group 1,11,BB,-0.4861730596565858
-0.18620352200366722,0.03,-0.5,Group 1,11,BB,-1.4783324191673717
-0.0911386039033964,0.375,1.5,Group 1,11,BB,-0.5900650363243
-0.07123598105380256,0.02,-1.5,Group 1,11,BB,-0.5655664246831752
-0.19620352200366722,0.02,-0.5,Group 1,11,BB,-1.5577257841939611
-0.2036386039033964,0.2625,1.5,Group 1,11,BB,-1.3184316531406666
-0.051235981053802566,0.04,-1.5,Group 1,11,BB,-0.4067796946299964
-0.1762035220036672,0.04,-0.5,Group 1,11,BB,-1.3989390541407822
0.21386139609660365,0.68,1.5,Group 1,11,BB,1.384617791488961
-0.07123598105380256,0.02,-1.5,Group 1,11,BB,-0.5655664246831752
-0.19620352200366722,0.02,-0.5,Group 1,11,BB,-1.5577257841939611
0.13386139609660358,0.6,1.5,Group 1,11,BB,0.8666681973084333
-0.051235981053802566,0.04,-1.5,Group 1,11,BB,-0.4067796946299964
-0.1762035220036672,0.04,-0.5,Group 1,11,BB,-1.3989390541407822
0.12886139609660358,0.595,1.5,Group 1,11,BB,0.8342963476721502
-0.051235981053802566,0.04,-1.5,Group 1,11,BB,-0.4067796946299964
-0.1762035220036672,0.04,-0.5,Group 1,11,BB,-1.3989390541407822
0.12886139609660358,0.595,1.5,Group 1,11,BB,0.8342963476721502
-0.07623598105380257,0.015,-1.5,Group 1,11,BB,-0.6052631071964699
-0.2012035220036672,0.015,-0.5,Group 1,11,BB,-1.5974224667072556
0.02136139609660359,0.4875,1.5,Group 1,11,BB,0.13830158049206664
0.45476401894619745,0.546,-1.5,Group 1,11,BB,3.610524575715426
0.3297964779963328,0.546,-0.5,Group 1,11,BB,2.6183652162046402
-0.1461386039033964,0.32,1.5,Group 1,11,BB,-0.9461553823234125
0.10876401894619744,0.2,-1.5,Group 1,11,BB,0.8635141457954336
-0.016203522003667203,0.2,-0.5,Group 1,11,BB,-0.1286452137153523
0.2938613960966036,0.76,1.5,Group 1,11,BB,1.9025673856694882
0.11876401894619742,0.21,-1.5,Group 1,11,BB,0.9429075108220228
-0.006203522003667222,0.21,-0.5,Group 1,11,BB,-0.04925184868876309
0.0963613960966036,0.5625,1.5,Group 1,11,BB,0.6238793250363112
-0.11620352200366721,0.1,-0.5,Group 1,11,BB,-0.9225788639812461
0.21386139609660365,0.68,1.5,Group 1,11,BB,1.384617791488961
0.008764018946197438,0.1,-1.5,Group 1,11,BB,0.06958049552953983
-0.011235981053802566,0.08,-1.5,Group 1,11,BB,-0.08920623452363895
-0.1362035220036672,0.08,-0.5,Group 1,11,BB,-1.0813655940344247
0.21386139609660365,0.68,1.5,Group 1,11,BB,1.384617791488961
-0.041235981053802565,0.05,-1.5,Group 1,11,BB,-0.327386329603407
-0.16620352200366723,0.05,-0.5,Group 1,11,BB,-1.319545689114193
0.13386139609660358,0.6,1.5,Group 1,11,BB,0.8666681973084333
-0.011235981053802566,0.08,-1.5,Group 1,11,BB,-0.08920623452363895
-0.1362035220036672,0.08,-0.5,Group 1,11,BB,-1.0813655940344247
0.0963613960966036,0.5625,1.5,Group 1,11,BB,0.6238793250363112
0.048764018946197446,0.14,-1.5,Group 1,11,BB,0.3871539556358974
-0.0762035220036672,0.14,-0.5,Group 1,11,BB,-0.6050054038748885
0.13386139609660358,0.6,1.5,Group 1,11,BB,0.8666681973084333
-0.08123598105380257,0.01,-1.5,Group 1,11,BB,-0.6449597897097646
-0.2062035220036672,0.01,-0.5,Group 1,11,BB,-1.6371191492205504
-0.2786386039033964,0.1875,1.5,Group 1,11,BB,-1.804009397684911
0.02876401894619743,0.12,-1.5,Group 1,11,BB,0.2283672255827185
-0.09620352200366722,0.12,-0.5,Group 1,11,BB,-0.7637921339280674
0.13386139609660358,0.6,1.5,Group 1,11,BB,0.8666681973084333
-0.08823598105380256,0.003,-1.5,Group 1,11,BB,-0.7005351452283771
-0.2132035220036672,0.003,-0.5,Group 1,11,BB,-1.692694504739163
0.008764018946197438,0.1,-1.5,Group 1,11,BB,0.06958049552953983
-0.11620352200366721,0.1,-0.5,Group 1,11,BB,-0.9225788639812461
0.0963613960966036,0.5625,1.5,Group 1,11,BB,0.6238793250363112
-0.041235981053802565,0.05,-1.5,Group 1,11,BB,-0.327386329603407
-0.16620352200366723,0.05,-0.5,Group 1,11,BB,-1.319545689114193
0.17386139609660362,0.64,1.5,Group 1,11,BB,1.1256429943986972
0.15402955920976907,0.28,-1.5,Group 3,9,Cooba,1.044517193448845
0.04935553104277468,0.28,-0.5,Group 3,9,Cooba,0.33469355512319554
-0.04999252529121401,0.39,1.5,Group 3,9,Cooba,-0.41854109885525176
0.22402955920976902,0.35,-1.5,Group 3,9,Cooba,1.519206622650184
0.11935553104277463,0.35,-0.5,Group 3,9,Cooba,0.8093829843245344
0.055007474708785975,0.495,1.5,Group 3,9,Cooba,0.4605266242454436
0.07402955920976906,0.2,-1.5,Group 3,9,Cooba,0.5020149886473145
-0.030644468957225335,0.2,-0.5,Group 3,9,Cooba,-0.207808649678335
0.027507474708786006,0.4675,1.5,Group 3,9,Cooba,0.23029460152859507
0.08402955920976904,0.21,-1.5,Group 3,9,Cooba,0.5698277642475057
-0.020644468957225354,0.21,-0.5,Group 3,9,Cooba,-0.13999587407814384
0.03500747470878596,0.475,1.5,Group 3,9,Cooba,0.2930851531786443
-0.035970440790230956,0.09,-1.5,Group 3,9,Cooba,-0.24392554295479
-0.14064446895722535,0.09,-0.5,Group 3,9,Cooba,-0.9537491812804395
0.11250747470878597,0.5525,1.5,Group 3,9,Cooba,0.9419208535624911
0.15402955920976907,0.28,-1.5,Group 3,9,Cooba,1.044517193448845
0.04935553104277468,0.28,-0.5,Group 3,9,Cooba,0.33469355512319554
0.07000747470878599,0.51,1.5,Group 3,9,Cooba,0.5861077275455431
-0.04397044079023095,0.082,-1.5,Group 3,9,Cooba,-0.298175763434943
-0.14864446895722533,0.082,-0.5,Group 3,9,Cooba,-1.0079994017605924
0.080007474708786,0.52,1.5,Group 3,9,Cooba,0.6698284630789427
-0.08097044079023095,0.045,-1.5,Group 3,9,Cooba,-0.5490830331556509
-0.18564446895722536,0.045,-0.5,Group 3,9,Cooba,-1.2589066714813004
0.04750747470878597,0.4875,1.5,Group 3,9,Cooba,0.3977360725953939
0.36402955920976904,0.49,-1.5,Group 3,9,Cooba,2.4685854810528625
0.25935553104277465,0.49,-0.5,Group 3,9,Cooba,1.7587618427272127
0.15500747470878595,0.595,1.5,Group 3,9,Cooba,1.2977339795794391
-0.11597044079023096,0.01,-1.5,Group 3,9,Cooba,-0.7864277477563205
-0.22064446895722534,0.01,-0.5,Group 3,9,Cooba,-1.49625138608197
-0.10597044079023095,0.02,-1.5,Group 3,9,Cooba,-0.7186149721561291
-0.21064446895722536,0.02,-0.5,Group 3,9,Cooba,-1.4284386104817788
-0.109992525291214,0.33,1.5,Group 3,9,Cooba,-0.9208655120556491
0.01402955920976906,0.14,-1.5,Group 3,9,Cooba,0.09513833504616666
-0.09064446895722533,0.14,-0.5,Group 3,9,Cooba,-0.6146853032794829
-0.04999252529121401,0.39,1.5,Group 3,9,Cooba,-0.41854109885525176
-0.04597044079023095,0.08,-1.5,Group 3,9,Cooba,-0.31173831855498124
-0.15064446895722533,0.08,-0.5,Group 3,9,Cooba,-1.0215619568806307
0.080007474708786,0.52,1.5,Group 3,9,Cooba,0.6698284630789427
0.042129559209769046,0.1681,-1.5,Group 3,9,Cooba,0.28569223448270414
-0.06254446895722535,0.1681,-0.5,Group 3,9,Cooba,-0.42413140384294534
0.19000747470878598,0.63,1.5,Group 3,9,Cooba,1.590756553946338
-0.06597044079023096,0.06,-1.5,Group 3,9,Cooba,-0.4473638697553639
-0.17064446895722535,0.06,-0.5,Group 3,9,Cooba,-1.1571875080810134
0.085007474708786,0.525,1.5,Group 3,9,Cooba,0.7116888308456426
0.08402955920976904,0.21,-1.5,Group 3,9,Cooba,0.5698277642475057
-0.020644468957225354,0.21,-0.5,Group 3,9,Cooba,-0.13999587407814384
0.10000747470878601,0.54,1.5,Group 3,9,Cooba,0.837269934145742
-0.09597044079023095,0.03,-1.5,Group 3,9,Cooba,-0.6508021965559379
-0.20064446895722535,0.03,-0.5,Group 3,9,Cooba,-1.3606258348815874
0.01000747470878599,0.45,1.5,Group 3,9,Cooba,0.08378331434514569
0.042129559209769046,0.1681,-1.5,Group 3,9,Cooba,0.28569223448270414
-0.06254446895722535,0.1681,-0.5,Group 3,9,Cooba,-0.42413140384294534
-0.039992525291214,0.4,1.5,Group 3,9,Cooba,-0.3348203633218521
-0.11064446895722535,0.12,-0.5,Group 3,9,Cooba,-0.7503108544798656
0.12000747470878603,0.56,1.5,Group 3,9,Cooba,1.0047114052125414
-0.0059704407902309575,0.12,-1.5,Group 3,9,Cooba,-0.04048721615421608
0.01402955920976906,0.14,-1.5,Group 3,9,Cooba,0.09513833504616666
-0.09064446895722533,0.14,-0.5,Group 3,9,Cooba,-0.6146853032794829
-0.01249252529121403,0.4275,1.5,Group 3,9,Cooba,-0.10458834060500352
0.038029559209769054,0.164,-1.5,Group 3,9,Cooba,0.2578889964866258
-0.06664446895722534,0.164,-0.5,Group 3,9,Cooba,-0.45193464183902377
0.15500747470878595,0.595,1.5,Group 3,9,Cooba,1.2977339795794391
0.441029559209769,0.567,-1.5,Group 3,9,Cooba,2.990743853174335
0.3363555310427746,0.567,-0.5,Group 3,9,Cooba,2.2809202148486856
0.027507474708786006,0.4675,1.5,Group 3,9,Cooba,0.23029460152859507
-0.08597044079023095,0.04,-1.5,Group 3,9,Cooba,-0.5829894209557465
-0.19064446895722534,0.04,-0.5,Group 3,9,Cooba,-1.292813059281396
-0.11499252529121401,0.325,1.5,Group 3,9,Cooba,-0.962725879822349
-0.10597044079023095,0.02,-1.5,Group 3,9,Cooba,-0.7186149721561291
-0.21064446895722536,0.02,-0.5,Group 3,9,Cooba,-1.4284386104817788
-0.21499252529121402,0.225,1.5,Group 3,9,Cooba,-1.7999332351563448
0.24902955920976905,0.375,-1.5,Group 3,9,Cooba,1.6887385616506623
0.14435553104277465,0.375,-0.5,Group 3,9,Cooba,0.9789149233250128
0.14500747470878594,0.585,1.5,Group 3,9,Cooba,1.2140132440460396
-0.09597044079023095,0.03,-1.5,Group 3,9,Cooba,-0.6508021965559379
