mTCI,HYDRO_GP,Transect,SPECIES,Year,medYear,time,TCI
0,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0
0.14,Group 1,38,Eucalyptus largiflorens,2018,2018,0,7
0.68,Group 1,38,Eucalyptus largiflorens,2018,2018,0,11
0.375,Group 1,38,Eucalyptus largiflorens,2018,2018,0,9
0.64,Group 1,38,Eucalyptus largiflorens,2018,2018,0,10
0,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0
0.455,Group 1,38,Eucalyptus largiflorens,2018,2018,0,10
0,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0
0.4875,Group 1,38,Eucalyptus largiflorens,2018,2018,0,10
0.525,Group 1,38,Eucalyptus largiflorens,2018,2018,0,10
0.64,Group 1,38,Eucalyptus largiflorens,2018,2018,0,10
0.6375,Group 1,38,Eucalyptus largiflorens,2018,2018,0,11
0.525,Group 1,38,Eucalyptus largiflorens,2018,2018,0,10
0.385,Group 1,38,Eucalyptus largiflorens,2018,2018,0,9
0,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0
0.72,Group 1,38,Eucalyptus largiflorens,2018,2018,0,11
0.68,Group 1,38,Eucalyptus largiflorens,2018,2018,0,11
0.72,Group 1,38,Eucalyptus largiflorens,2018,2018,0,11
0.76,Group 1,38,Eucalyptus largiflorens,2018,2018,0,12
0.675,Group 1,38,Eucalyptus largiflorens,2018,2018,0,11
0.63,Group 1,38,Eucalyptus largiflorens,2018,2018,0,11
0.76,Group 1,38,Eucalyptus largiflorens,2018,2018,0,12
0.72,Group 1,38,Eucalyptus largiflorens,2018,2018,0,11
0.76,Group 1,38,Eucalyptus largiflorens,2018,2018,0,12
0.6,Group 1,38,Eucalyptus largiflorens,2018,2018,0,10
0.6375,Group 1,38,Eucalyptus largiflorens,2018,2018,0,11
0,Group 1,38,Eucalyptus largiflorens,2018,2018,0,0
0.525,Group 1,38,Eucalyptus largiflorens,2018,2018,0,10
0.4875,Group 1,38,Eucalyptus largiflorens,2018,2018,0,10
0.225,Group 1,39,Eucalyptus largiflorens,2018,2018,0,8
0.6,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.56,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.52,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.07,Group 1,39,Eucalyptus largiflorens,2018,2018,0,6
0.15,Group 1,39,Eucalyptus largiflorens,2018,2018,0,7
0.21,Group 1,39,Eucalyptus largiflorens,2018,2018,0,8
0.375,Group 1,39,Eucalyptus largiflorens,2018,2018,0,9
0.6,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.56,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.56,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.6375,Group 1,39,Eucalyptus largiflorens,2018,2018,0,11
0.6375,Group 1,39,Eucalyptus largiflorens,2018,2018,0,11
0.5625,Group 1,39,Eucalyptus largiflorens,2018,2018,0,10
0.48,Group 1,39,Eucalyptus largiflorens,2018,2018,0,9
0.68,Group 1,39,Eucalyptus largiflorens,2018,2018,0,11
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
0.375,Group 1,39,Eucalyptus largiflorens,2018,2018,0,9
0.225,Group 1,39,Eucalyptus largiflorens,2018,2018,0,8
0.45,Group 1,39,Eucalyptus largiflorens,2018,2018,0,9
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
0.14,Group 1,39,Eucalyptus largiflorens,2018,2018,0,7
0.45,Group 1,39,Eucalyptus largiflorens,2018,2018,0,9
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,39,Eucalyptus largiflorens,2018,2018,0,0
0.6,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.6375,Group 1,40,Eucalyptus largiflorens,2018,2018,0,11
0.64,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.455,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.64,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.64,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.76,Group 1,40,Eucalyptus largiflorens,2018,2018,0,12
0.765,Group 1,40,Eucalyptus largiflorens,2018,2018,0,12
0.525,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0
0.005,Group 1,40,Eucalyptus largiflorens,2018,2018,0,2
0.6,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.68,Group 1,40,Eucalyptus largiflorens,2018,2018,0,11
0.6375,Group 1,40,Eucalyptus largiflorens,2018,2018,0,11
0.64,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,40,Eucalyptus largiflorens,2018,2018,0,0
0.525,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.52,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.6375,Group 1,40,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.6375,Group 1,40,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.675,Group 1,40,Eucalyptus largiflorens,2018,2018,0,11
0.64,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.72,Group 1,40,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,40,Eucalyptus largiflorens,2018,2018,0,10
0.72,Group 1,41,Eucalyptus largiflorens,2018,2018,0,11
0.76,Group 1,41,Eucalyptus largiflorens,2018,2018,0,12
0.24,Group 1,41,Acacia stenophylla,2018,2018,0,7
0.32,Group 1,41,Acacia stenophylla,2018,2018,0,8
0.35,Group 1,41,Acacia stenophylla,2018,2018,0,9
0.45,Group 1,41,Acacia stenophylla,2018,2018,0,10
0.45,Group 1,41,Acacia stenophylla,2018,2018,0,10
0.51,Group 1,41,Acacia stenophylla,2018,2018,0,10
0.3,Group 1,41,Acacia stenophylla,2018,2018,0,8
0.34,Group 1,41,Acacia stenophylla,2018,2018,0,9
0.56,Group 1,41,Acacia stenophylla,2018,2018,0,10
0.585,Group 1,41,Acacia stenophylla,2018,2018,0,11
0.63,Group 1,41,Acacia stenophylla,2018,2018,0,11
0.765,Group 1,41,Eucalyptus largiflorens,2018,2018,0,12
0.68,Group 1,41,Eucalyptus largiflorens,2018,2018,0,11
0.765,Group 1,41,Eucalyptus largiflorens,2018,2018,0,12
0.72,Group 1,41,Eucalyptus largiflorens,2018,2018,0,11
0.765,Group 1,41,Eucalyptus largiflorens,2018,2018,0,12
0.68,Group 1,41,Eucalyptus largiflorens,2018,2018,0,11
0.68,Group 1,41,Eucalyptus largiflorens,2018,2018,0,11
0.595,Group 1,41,Eucalyptus largiflorens,2018,2018,0,11
0.765,Group 1,41,Eucalyptus largiflorens,2018,2018,0,12
0.7225,Group 1,41,Eucalyptus largiflorens,2018,2018,0,12
0.68,Group 1,41,Eucalyptus largiflorens,2018,2018,0,11
0.475,Group 1,41,Acacia stenophylla,2018,2018,0,11
0.45,Group 1,41,Acacia stenophylla,2018,2018,0,10
0.54,Group 1,41,Acacia stenophylla,2018,2018,0,10
0.56,Group 1,41,Acacia stenophylla,2018,2018,0,10
0.855,Group 1,41,Eucalyptus largiflorens,2018,2018,0,13
0.765,Group 1,41,Eucalyptus largiflorens,2018,2018,0,12
0.7225,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.7225,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.64,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.8075,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,13
0.8075,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,13
0.64,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.72,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.76,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.72,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.68,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.64,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.64,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.64,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.64,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.68,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.76,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.72,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.525,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.5625,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.81,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.765,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.7225,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.52,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.675,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.68,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.72,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.64,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.36,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.76,Group 5,42,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.6,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.5625,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.525,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.5625,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.525,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.56,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.525,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.525,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.315,Group 1,43,Eucalyptus largiflorens,2018,2018,0,9
0.56,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.525,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.525,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.52,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.4125,Group 1,43,Eucalyptus largiflorens,2018,2018,0,9
0.7225,Group 1,43,Eucalyptus largiflorens,2018,2018,0,12
0.6,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.64,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.72,Group 1,43,Eucalyptus largiflorens,2018,2018,0,11
0.51,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.68,Group 1,43,Eucalyptus largiflorens,2018,2018,0,11
0.56,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.4,Group 1,43,Eucalyptus largiflorens,2018,2018,0,9
0.2625,Group 1,43,Eucalyptus largiflorens,2018,2018,0,8
0.525,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.64,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.64,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,43,Eucalyptus largiflorens,2018,2018,0,10
0,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,43,Eucalyptus largiflorens,2018,2018,0,0
0.68,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.595,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.64,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6375,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.64,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.675,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.72,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.525,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.525,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.7125,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.765,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.68,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.6,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.64,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.56,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.64,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.52,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.68,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.64,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.72,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.455,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6375,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.35,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.375,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.64,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.56,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.63,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.76,mixed,44,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.56,Group 1,45,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,45,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,45,Eucalyptus largiflorens,2018,2018,0,10
0.44,Group 1,45,Eucalyptus largiflorens,2018,2018,0,9
0.5625,Group 1,45,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,45,Eucalyptus largiflorens,2018,2018,0,10
0.42,Group 1,45,Eucalyptus largiflorens,2018,2018,0,9
0,Group 1,45,Eucalyptus largiflorens,2018,2018,0,0
0.525,Group 1,45,Eucalyptus largiflorens,2018,2018,0,10
0.455,Group 1,45,Eucalyptus largiflorens,2018,2018,0,10
0.14,Group 1,45,Eucalyptus largiflorens,2018,2018,0,7
0.68,Group 1,45,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 1,45,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,45,Eucalyptus largiflorens,2018,2018,0,10
0.0975,Group 1,45,Eucalyptus largiflorens,2018,2018,0,7
0,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.595,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.525,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.45,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.6375,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.68,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.6375,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.6375,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.525,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.68,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.68,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.72,Group 1,45,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.6375,Group 2,46,Eucalyptus largiflorens,2018,2018,0,11
0.68,Group 2,46,Eucalyptus largiflorens,2018,2018,0,11
0.68,Group 2,46,Eucalyptus largiflorens,2018,2018,0,11
0.64,Group 2,46,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 2,46,Eucalyptus largiflorens,2018,2018,0,10
0.6375,Group 2,46,Eucalyptus largiflorens,2018,2018,0,11
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
0.6,Group 2,46,Eucalyptus largiflorens,2018,2018,0,10
0.72,Group 2,46,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 2,46,Eucalyptus largiflorens,2018,2018,0,10
0.76,Group 2,46,Eucalyptus largiflorens,2018,2018,0,12
0.7225,Group 2,46,Eucalyptus largiflorens,2018,2018,0,12
0.765,Group 2,46,Eucalyptus largiflorens,2018,2018,0,12
0.7225,Group 2,46,Eucalyptus largiflorens,2018,2018,0,12
0.855,Group 2,46,Eucalyptus largiflorens,2018,2018,0,13
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
0.765,Group 2,46,Eucalyptus largiflorens,2018,2018,0,12
0.24,Group 2,46,Eucalyptus largiflorens,2018,2018,0,8
0.2,Group 2,46,Eucalyptus largiflorens,2018,2018,0,8
0.64,Group 2,46,Eucalyptus largiflorens,2018,2018,0,10
0.64,Group 2,46,Eucalyptus largiflorens,2018,2018,0,10
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
0,Group 2,46,Eucalyptus largiflorens,2018,2018,0,0
0.8075,Group 2,46,Eucalyptus largiflorens,2018,2018,0,13
0.68,Group 2,46,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 2,46,Eucalyptus largiflorens,2018,2018,0,10
0.72,Group 2,46,Eucalyptus largiflorens,2018,2018,0,11
0.76,Group 2,46,Eucalyptus largiflorens,2018,2018,0,12
0.68,Group 2,46,Eucalyptus largiflorens,2018,2018,0,11
0.64,Group 1,47,Eucalyptus largiflorens,2018,2018,0,10
0.6375,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 1,47,Eucalyptus largiflorens,2018,2018,0,10
0.7225,Group 1,47,Eucalyptus largiflorens,2018,2018,0,12
0.4,Group 1,47,Eucalyptus largiflorens,2018,2018,0,9
0.72,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0,Group 1,47,Eucalyptus largiflorens,2018,2018,0,0
0.68,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0.68,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0.56,Group 1,47,Eucalyptus largiflorens,2018,2018,0,10
0.56,Group 1,47,Eucalyptus largiflorens,2018,2018,0,10
0.595,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0.56,Group 1,47,Eucalyptus largiflorens,2018,2018,0,10
0.375,Group 1,47,Eucalyptus largiflorens,2018,2018,0,9
0.4125,Group 1,47,Eucalyptus largiflorens,2018,2018,0,9
0.6,Group 1,47,Eucalyptus largiflorens,2018,2018,0,10
0.68,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 1,47,Eucalyptus largiflorens,2018,2018,0,10
0.675,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 1,47,Eucalyptus largiflorens,2018,2018,0,10
0.76,Group 1,47,Eucalyptus largiflorens,2018,2018,0,12
0.72,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0.765,Group 1,47,Eucalyptus largiflorens,2018,2018,0,12
0.7225,Group 1,47,Eucalyptus largiflorens,2018,2018,0,12
0.68,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0.28,Group 1,47,Eucalyptus largiflorens,2018,2018,0,8
0.765,Group 1,47,Eucalyptus largiflorens,2018,2018,0,12
0.56,Group 1,47,Eucalyptus largiflorens,2018,2018,0,10
0.68,Group 1,47,Eucalyptus largiflorens,2018,2018,0,11
0.3375,Group 1,47,Eucalyptus largiflorens,2018,2018,0,9
0.7125,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.63,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.63,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.665,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.675,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.7125,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.76,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.665,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.76,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.63,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.665,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.63,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.63,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.595,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.4875,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6375,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.76,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.56,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.14,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,7
0.585,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.5625,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.63,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.5525,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.5525,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.7125,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.595,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.455,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.72,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.665,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.76,Group 3,48,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.56,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.48,Group 3,49,Acacia stenophylla,2018,2018,0,9
0.525,Group 3,49,Acacia stenophylla,2018,2018,0,10
0,Group 3,49,Acacia stenophylla,2018,2018,0,0
0.63,Group 3,49,Acacia stenophylla,2018,2018,0,11
0.51,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.3,Group 3,49,Acacia stenophylla,2018,2018,0,8
0,Group 3,49,Acacia stenophylla,2018,2018,0,0
0.45,Group 3,49,Acacia stenophylla,2018,2018,0,9
0.35,Group 3,49,Acacia stenophylla,2018,2018,0,9
0.21,Group 3,49,Acacia stenophylla,2018,2018,0,7
0.48,Group 3,49,Acacia stenophylla,2018,2018,0,9
0.51,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.45,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.48,Group 3,49,Acacia stenophylla,2018,2018,0,9
0.48,Group 3,49,Acacia stenophylla,2018,2018,0,9
0.275,Group 3,49,Acacia stenophylla,2018,2018,0,8
0.54,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.475,Group 3,49,Acacia stenophylla,2018,2018,0,11
0.57,Group 3,49,Acacia stenophylla,2018,2018,0,11
0.45,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.54,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.54,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.54,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.665,Group 3,49,Acacia stenophylla,2018,2018,0,12
0.63,Group 3,49,Acacia stenophylla,2018,2018,0,11
0.51,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.425,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.45,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.45,Group 3,49,Acacia stenophylla,2018,2018,0,10
0.52,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.675,Group 1,50,Eucalyptus largiflorens,2018,2018,0,11
0.68,Group 1,50,Eucalyptus largiflorens,2018,2018,0,11
0,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0
0,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0
0.76,Group 1,50,Eucalyptus largiflorens,2018,2018,0,12
0.7125,Group 1,50,Eucalyptus largiflorens,2018,2018,0,12
0.675,Group 1,50,Eucalyptus largiflorens,2018,2018,0,11
0,Group 1,50,Eucalyptus largiflorens,2018,2018,0,0
0.525,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.64,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.64,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.68,Group 1,50,Eucalyptus largiflorens,2018,2018,0,11
0.64,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.68,Group 1,50,Eucalyptus largiflorens,2018,2018,0,11
0.6,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.5625,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.6,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
0.0325,Group 1,50,Eucalyptus largiflorens,2018,2018,0,6
0.525,Group 1,50,Eucalyptus largiflorens,2018,2018,0,10
