residual,TCI,time,HydroGp,Transect,Species,standResid
-0.006309556012486062,11,-0.5,Group 5,17,RRG,-0.06605134503328033
0.011351487012509986,12,1.5,Group 5,17,RRG,0.22121636311960124
-0.04609518691390413,10,-1.5,Group 5,17,RRG,-0.4825456956398731
-0.07773812744105746,10,-0.5,Group 5,17,RRG,-0.8137986044801354
-0.06007708441606141,11,1.5,Group 5,17,RRG,-1.1707747281659224
0.16819052737181017,13,-1.5,Group 5,17,RRG,1.7606960827006932
0.13654758684465684,13,-0.5,Group 5,17,RRG,1.429443173860431
0.011351487012509986,12,1.5,Group 5,17,RRG,0.22121636311960124
0.09676195594323866,12,-1.5,Group 5,17,RRG,1.012948823253837
0.2623017053172808,12,-0.5,Group 2,16,RRG,1.5385907858016898
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.3797646873390399,12,-1.5,Group 2,16,RRG,2.227596835506398
0.1908731338887094,11,-0.5,Group 2,16,RRG,1.1196101249247683
-0.005645903003117403,11,1.5,Group 2,16,RRG,-0.09672372385342205
0.3083361159104685,11,-1.5,Group 2,16,RRG,1.8086161746294764
-0.09484115182557629,7,-0.5,Group 2,16,RRG,-0.5563125185829176
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.0226218301961828,7,-1.5,Group 2,16,RRG,0.1326935311217904
-0.23769829468271914,5,-0.5,Group 2,16,RRG,-1.3942738403367607
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
-0.12023531266096005,5,-1.5,Group 2,16,RRG,-0.7052677906320527
-0.02341258039700489,8,-0.5,Group 2,16,RRG,-0.13733185770599635
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.0940504016247542,8,-1.5,Group 2,16,RRG,0.5516741919987117
-0.02341258039700489,8,-0.5,Group 2,16,RRG,-0.13733185770599635
-0.005645903003117403,11,1.5,Group 2,16,RRG,-0.09672372385342205
0.0940504016247542,8,-1.5,Group 2,16,RRG,0.5516741919987117
-0.09484115182557629,7,-0.5,Group 2,16,RRG,-0.5563125185829176
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.0226218301961828,7,-1.5,Group 2,16,RRG,0.1326935311217904
-0.16626972325414774,6,-0.5,Group 2,16,RRG,-0.9752931794598394
-0.005645903003117403,11,1.5,Group 2,16,RRG,-0.09672372385342205
-0.04880674123238865,6,-1.5,Group 2,16,RRG,-0.2862871297551313
-0.09484115182557629,7,-0.5,Group 2,16,RRG,-0.5563125185829176
-0.005645903003117403,11,1.5,Group 2,16,RRG,-0.09672372385342205
0.0226218301961828,7,-1.5,Group 2,16,RRG,0.1326935311217904
0.11944456246013802,10,-0.5,Group 2,16,RRG,0.700629464047847
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.2369075444818971,10,-1.5,Group 2,16,RRG,1.3896355137525551
-0.02341258039700489,8,-0.5,Group 2,16,RRG,-0.13733185770599635
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.0940504016247542,8,-1.5,Group 2,16,RRG,0.5516741919987117
0.1908731338887094,11,-0.5,Group 2,16,RRG,1.1196101249247683
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.3083361159104685,11,-1.5,Group 2,16,RRG,1.8086161746294764
-0.09484115182557629,7,-0.5,Group 2,16,RRG,-0.5563125185829176
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.0226218301961828,7,-1.5,Group 2,16,RRG,0.1326935311217904
-0.23769829468271914,5,-0.5,Group 2,16,RRG,-1.3942738403367607
-0.005645903003117403,11,1.5,Group 2,16,RRG,-0.09672372385342205
-0.12023531266096005,5,-1.5,Group 2,16,RRG,-0.7052677906320527
-0.380555437539862,3,-0.5,Group 2,16,RRG,-2.232235162090604
-0.005645903003117403,11,1.5,Group 2,16,RRG,-0.09672372385342205
-0.2630924555181029,3,-1.5,Group 2,16,RRG,-1.5432291123858957
-0.3091268661112906,4,-0.5,Group 2,16,RRG,-1.8132545012136825
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
-0.1916638840895315,4,-1.5,Group 2,16,RRG,-1.1242484515089743
0.11944456246013802,10,-0.5,Group 2,16,RRG,0.700629464047847
-0.005645903003117403,11,1.5,Group 2,16,RRG,-0.09672372385342205
0.2369075444818971,10,-1.5,Group 2,16,RRG,1.3896355137525551
0.04801599103156662,9,-0.5,Group 2,16,RRG,0.28164880317092567
-0.005645903003117403,11,1.5,Group 2,16,RRG,-0.09672372385342205
0.1654789730533257,9,-1.5,Group 2,16,RRG,0.9706548528756337
-0.23769829468271914,5,-0.5,Group 2,16,RRG,-1.3942738403367607
-0.005645903003117403,11,1.5,Group 2,16,RRG,-0.09672372385342205
-0.12023531266096005,5,-1.5,Group 2,16,RRG,-0.7052677906320527
0.04801599103156662,9,-0.5,Group 2,16,RRG,0.28164880317092567
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.1654789730533257,9,-1.5,Group 2,16,RRG,0.9706548528756337
-0.09484115182557629,7,-0.5,Group 2,16,RRG,-0.5563125185829176
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
0.0226218301961828,7,-1.5,Group 2,16,RRG,0.1326935311217904
-0.23769829468271914,5,-0.5,Group 2,16,RRG,-1.3942738403367607
0.065782668425454,12,1.5,Group 2,16,RRG,1.126966696312641
-0.12023531266096005,5,-1.5,Group 2,16,RRG,-0.7052677906320527
-0.02341258039700489,8,-0.5,Group 2,16,RRG,-0.13733185770599635
