time,Year,Species,HydroGp,n,nCheck,modMedian,modMean,modci90lo,modci90up,ci,text
1.5,2018,BB,Group 2,4e3,4e3,0.75,0.73,0.43,0.95,0.52,0.52 (0.43 to 0.95)
1.5,2018,BB,Group 1,4e3,4e3,0.78,0.75,0.48,0.95,0.47,0.47 (0.48 to 0.95)
1.5,2018,BB,Group 3,4e3,4e3,0.74,0.72,0.41,0.95,0.53,0.53 (0.41 to 0.95)
1.5,2018,Cooba,Group 2,4e3,4e3,0.53,0.53,0.23,0.83,0.6,0.6 (0.23 to 0.83)
1.5,2018,Cooba,Group 3,4e3,4e3,0.7,0.67,0.33,0.94,0.61,0.61 (0.33 to 0.94)
1.5,2018,RRG,Group 2,4e3,4e3,0.7,0.68,0.35,0.94,0.59,0.59 (0.35 to 0.94)
1.5,2018,RRG,Group 3,4e3,4e3,0.67,0.65,0.28,0.93,0.65,0.65 (0.28 to 0.93)
1.5,2018,RRG,Group 5,4e3,4e3,0.72,0.7,0.32,0.97,0.65,0.65 (0.32 to 0.97)
