residual,Density,time,HydroGp,Transect,Species,standResid
-0.22720663109099987,0.2,-0.5,Group 2,14,Cooba,-1.3981897079084151
-0.07734350425937891,0.45,1.5,Group 2,14,Cooba,-1.368148310914764
-0.07880406209929941,0.3,-1.5,Group 2,14,Cooba,-0.4849463593537725
-0.1272066310909999,0.3,-0.5,Group 2,14,Cooba,-0.7828072689388335
0.1226564957406211,0.65,1.5,Group 2,14,Cooba,2.169700986232535
0.22119593790070058,0.6,-1.5,Group 2,14,Cooba,1.3612009575549728
0.1727933689090001,0.6,-0.5,Group 2,14,Cooba,1.0633400479699118
0.1226564957406211,0.65,1.5,Group 2,14,Cooba,2.169700986232535
-0.1788040620992994,0.2,-1.5,Group 2,14,Cooba,-1.1003287983233543
-0.22720663109099987,0.2,-0.5,Group 2,14,Cooba,-1.3981897079084151
0.02265649574062112,0.55,1.5,Group 2,14,Cooba,0.400776337658886
-0.1788040620992994,0.2,-1.5,Group 2,14,Cooba,-1.1003287983233543
-0.22720663109099987,0.2,-0.5,Group 2,14,Cooba,-1.3981897079084151
-0.07734350425937891,0.45,1.5,Group 2,14,Cooba,-1.368148310914764
0.031195937900700577,0.41,-1.5,Group 2,14,Cooba,0.19197432351276736
-0.017206631090999902,0.41,-0.5,Group 2,14,Cooba,-0.10588658607229355
0.07265649574062105,0.6,1.5,Group 2,14,Cooba,1.2852386619457095
0.43119593790070065,0.81,-1.5,Group 2,14,Cooba,2.653504079391095
0.3827933689090002,0.81,-0.5,Group 2,14,Cooba,2.3556431698060343
0.07265649574062105,0.6,1.5,Group 2,14,Cooba,1.2852386619457095
-0.07880406209929941,0.3,-1.5,Group 2,14,Cooba,-0.4849463593537725
-0.1272066310909999,0.3,-0.5,Group 2,14,Cooba,-0.7828072689388335
0.07265649574062105,0.6,1.5,Group 2,14,Cooba,1.2852386619457095
0.1211959379007006,0.5,-1.5,Group 2,14,Cooba,0.7458185185853912
0.07279336890900012,0.5,-0.5,Group 2,14,Cooba,0.4479576090003302
0.07265649574062105,0.6,1.5,Group 2,14,Cooba,1.2852386619457095
0.031195937900700577,0.41,-1.5,Group 2,14,Cooba,0.19197432351276736
-0.017206631090999902,0.41,-0.5,Group 2,14,Cooba,-0.10588658607229355
0.07265649574062105,0.6,1.5,Group 2,14,Cooba,1.2852386619457095
0.031195937900700577,0.41,-1.5,Group 2,14,Cooba,0.19197432351276736
-0.017206631090999902,0.41,-0.5,Group 2,14,Cooba,-0.10588658607229355
0.02265649574062112,0.55,1.5,Group 2,14,Cooba,0.400776337658886
0.021195937900700623,0.4,-1.5,Group 2,14,Cooba,0.13043607961580947
-0.027206631090999855,0.4,-0.5,Group 2,14,Cooba,-0.16742482996925145
0.07265649574062105,0.6,1.5,Group 2,14,Cooba,1.2852386619457095
0.021195937900700623,0.4,-1.5,Group 2,14,Cooba,0.13043607961580947
-0.027206631090999855,0.4,-0.5,Group 2,14,Cooba,-0.16742482996925145
0.07265649574062105,0.6,1.5,Group 2,14,Cooba,1.2852386619457095
0.021195937900700623,0.4,-1.5,Group 2,14,Cooba,0.13043607961580947
-0.027206631090999855,0.4,-0.5,Group 2,14,Cooba,-0.16742482996925145
0.07265649574062105,0.6,1.5,Group 2,14,Cooba,1.2852386619457095
-0.1788040620992994,0.2,-1.5,Group 2,14,Cooba,-1.1003287983233543
-0.22720663109099987,0.2,-0.5,Group 2,14,Cooba,-1.3981897079084151
0.07265649574062105,0.6,1.5,Group 2,14,Cooba,1.2852386619457095
0.021195937900700623,0.4,-1.5,Group 2,14,Cooba,0.13043607961580947
-0.027206631090999855,0.4,-0.5,Group 2,14,Cooba,-0.16742482996925145
0.02265649574062112,0.55,1.5,Group 2,14,Cooba,0.400776337658886
0.3663365371290612,0.7,-1.5,Group 1,15,BB,2.23888512058904
0.23656670008173508,0.7,-0.5,Group 1,15,BB,1.4457898985195987
0.08014576120293304,0.8,1.5,Group 1,15,BB,2.217547359351782
0.07633653712906124,0.41,-1.5,Group 1,15,BB,0.4665347837672453
