mTCI,HydroGp,Transect,Species,Year,medYear,time,TCI
0.6375,Group 3,8,BB,2018,2016.5,1.5,11
0.06,Group 3,8,BB,2015,2016.5,-1.5,5
0.06,Group 3,8,BB,2016,2016.5,-0.5,5
0.325,Group 3,8,BB,2018,2016.5,1.5,9
0.3,Group 3,8,BB,2015,2016.5,-1.5,8
0.3,Group 3,8,BB,2016,2016.5,-0.5,8
0.6375,Group 3,8,BB,2018,2016.5,1.5,11
0.6075,Group 3,8,BB,2015,2016.5,-1.5,11
0.6075,Group 3,8,BB,2016,2016.5,-0.5,11
0.6375,Group 3,8,BB,2018,2016.5,1.5,11
0.246,Group 3,8,BB,2015,2016.5,-1.5,8
0.246,Group 3,8,BB,2016,2016.5,-0.5,8
0.56,Group 3,8,BB,2018,2016.5,1.5,10
0.164,Group 3,8,BB,2015,2016.5,-1.5,7
0.164,Group 3,8,BB,2016,2016.5,-0.5,7
0.525,Group 3,8,BB,2018,2016.5,1.5,10
0.385,Group 3,8,BB,2015,2016.5,-1.5,9
0.385,Group 3,8,BB,2016,2016.5,-0.5,9
0.56,Group 3,8,BB,2018,2016.5,1.5,10
0.25,Group 3,8,BB,2015,2016.5,-1.5,8
0.25,Group 3,8,BB,2016,2016.5,-0.5,8
0.49,Group 3,8,BB,2018,2016.5,1.5,10
0.24,Group 3,8,BB,2015,2016.5,-1.5,7
0.24,Group 3,8,BB,2016,2016.5,-0.5,7
0.525,Group 3,8,BB,2018,2016.5,1.5,10
0.1681,Group 3,8,BB,2015,2016.5,-1.5,8
0.1681,Group 3,8,BB,2016,2016.5,-0.5,8
0.5625,Group 3,8,BB,2018,2016.5,1.5,10
0.567,Group 3,8,BB,2015,2016.5,-1.5,11
0.567,Group 3,8,BB,2016,2016.5,-0.5,11
0.72,Group 3,8,BB,2018,2016.5,1.5,11
0.6075,Group 3,8,BB,2015,2016.5,-1.5,11
0.6075,Group 3,8,BB,2016,2016.5,-0.5,11
0.675,Group 3,8,BB,2018,2016.5,1.5,11
0.567,Group 3,8,BB,2015,2016.5,-1.5,11
0.567,Group 3,8,BB,2016,2016.5,-0.5,11
0.595,Group 3,8,BB,2018,2016.5,1.5,11
0.04,Group 3,8,BB,2015,2016.5,-1.5,4
0.04,Group 3,8,BB,2016,2016.5,-0.5,4
0.24,Group 3,8,BB,2018,2016.5,1.5,7
0.25,Group 3,8,BB,2015,2016.5,-1.5,8
0.25,Group 3,8,BB,2016,2016.5,-0.5,8
0.595,Group 3,8,BB,2018,2016.5,1.5,11
0.6075,Group 3,8,BB,2015,2016.5,-1.5,11
0.6075,Group 3,8,BB,2016,2016.5,-0.5,11
0.68,Group 3,8,BB,2018,2016.5,1.5,11
0.36,Group 3,8,BB,2015,2016.5,-1.5,8
0.36,Group 3,8,BB,2016,2016.5,-0.5,8
0.525,Group 3,8,BB,2018,2016.5,1.5,10
0.567,Group 3,8,BB,2015,2016.5,-1.5,11
0.567,Group 3,8,BB,2016,2016.5,-0.5,11
0.63,Group 3,8,BB,2018,2016.5,1.5,11
0.36,Group 3,8,BB,2015,2016.5,-1.5,8
0.36,Group 3,8,BB,2016,2016.5,-0.5,8
0.455,Group 3,8,BB,2018,2016.5,1.5,10
0.1,Group 1,22,BB,2015,2016.5,-1.5,6
0.1,Group 1,22,BB,2016,2016.5,-0.5,6
0.5625,Group 1,22,BB,2018,2016.5,1.5,10
0.64,Group 1,22,BB,2018,2016.5,1.5,10
0.08,Group 1,22,BB,2015,2016.5,-1.5,5
0.08,Group 1,22,BB,2016,2016.5,-0.5,5
0.24,Group 1,22,BB,2016,2016.5,-0.5,7
0.525,Group 1,22,BB,2018,2016.5,1.5,10
0.42,Group 1,22,BB,2015,2016.5,-1.5,9
0.42,Group 1,22,BB,2016,2016.5,-0.5,9
0.375,Group 1,22,BB,2018,2016.5,1.5,9
0.525,Group 1,22,BB,2015,2016.5,-1.5,10
0.525,Group 1,22,BB,2016,2016.5,-0.5,10
0.6375,Group 1,22,BB,2018,2016.5,1.5,11
0.486,Group 1,22,BB,2015,2016.5,-1.5,10
0.486,Group 1,22,BB,2016,2016.5,-0.5,10
0.7225,Group 1,22,BB,2018,2016.5,1.5,12
0.45,Group 1,22,BB,2015,2016.5,-1.5,9
0.45,Group 1,22,BB,2016,2016.5,-0.5,9
0.765,Group 1,22,BB,2018,2016.5,1.5,12
0.36,Group 1,22,BB,2015,2016.5,-1.5,8
0.36,Group 1,22,BB,2016,2016.5,-0.5,8
0.6,Group 1,22,BB,2018,2016.5,1.5,10
0.486,Group 1,22,BB,2015,2016.5,-1.5,10
0.486,Group 1,22,BB,2016,2016.5,-0.5,10
0.6,Group 1,22,BB,2018,2016.5,1.5,10
0.42,Group 1,22,BB,2015,2016.5,-1.5,9
0.42,Group 1,22,BB,2016,2016.5,-0.5,9
0.64,Group 1,22,BB,2018,2016.5,1.5,10
0.5525,Group 1,22,BB,2015,2016.5,-1.5,11
0.5525,Group 1,22,BB,2016,2016.5,-0.5,11
0.68,Group 1,22,BB,2018,2016.5,1.5,11
0.42,Group 1,22,BB,2015,2016.5,-1.5,9
0.42,Group 1,22,BB,2016,2016.5,-0.5,9
0.68,Group 1,22,BB,2018,2016.5,1.5,11
0.45,Group 1,22,BB,2015,2016.5,-1.5,9
0.45,Group 1,22,BB,2016,2016.5,-0.5,9
0.6,Group 1,22,BB,2018,2016.5,1.5,10
0.45,Group 1,22,BB,2015,2016.5,-1.5,9
0.45,Group 1,22,BB,2016,2016.5,-0.5,9
0.675,Group 1,22,BB,2018,2016.5,1.5,11
0.24,Group 1,22,BB,2015,2016.5,-1.5,7
0.24,Group 1,22,BB,2016,2016.5,-0.5,7
0.5625,Group 1,22,BB,2018,2016.5,1.5,10
0.525,Group 1,22,BB,2015,2016.5,-1.5,10
0.525,Group 1,22,BB,2016,2016.5,-0.5,10
0.68,Group 1,22,BB,2018,2016.5,1.5,11
0.42,Group 1,22,BB,2015,2016.5,-1.5,9
0.42,Group 1,22,BB,2016,2016.5,-0.5,9
0.64,Group 1,22,BB,2018,2016.5,1.5,10
0.49,Group 1,22,BB,2015,2016.5,-1.5,10
0.49,Group 1,22,BB,2016,2016.5,-0.5,10
0.6375,Group 1,22,BB,2018,2016.5,1.5,11
0.45,Group 1,22,BB,2015,2016.5,-1.5,9
0.45,Group 1,22,BB,2016,2016.5,-0.5,9
0.64,Group 1,22,BB,2018,2016.5,1.5,10
0.2,Group 1,22,BB,2015,2016.5,-1.5,7
0.2,Group 1,22,BB,2016,2016.5,-0.5,7
0.64,Group 1,22,BB,2018,2016.5,1.5,10
0.2,Group 1,22,BB,2015,2016.5,-1.5,7
0.2,Group 1,22,BB,2016,2016.5,-0.5,7
0.675,Group 1,22,BB,2018,2016.5,1.5,11
0.1,Group 1,22,BB,2015,2016.5,-1.5,6
0.1,Group 1,22,BB,2016,2016.5,-0.5,6
0.6,Group 1,22,BB,2018,2016.5,1.5,10
0.1,Group 1,22,BB,2015,2016.5,-1.5,6
0.1,Group 1,22,BB,2016,2016.5,-0.5,6
0.6375,Group 1,22,BB,2018,2016.5,1.5,11
0.49,Group 1,4,BB,2015,2016.5,-1.5,10
0.49,Group 1,4,BB,2016,2016.5,-0.5,10
0.68,Group 1,4,BB,2018,2016.5,1.5,11
0.6561,Group 1,4,BB,2015,2016.5,-1.5,12
0.6561,Group 1,4,BB,2016,2016.5,-0.5,12
0.855,Group 1,4,BB,2018,2016.5,1.5,13
0.567,Group 1,4,BB,2015,2016.5,-1.5,11
0.567,Group 1,4,BB,2016,2016.5,-0.5,11
0.81,Group 1,4,BB,2018,2016.5,1.5,12
0.7371,Group 1,4,BB,2015,2016.5,-1.5,13
0.7371,Group 1,4,BB,2016,2016.5,-0.5,13
0.8075,Group 1,4,BB,2018,2016.5,1.5,13
0.567,Group 1,4,BB,2015,2016.5,-1.5,11
0.567,Group 1,4,BB,2016,2016.5,-0.5,11
0.595,Group 1,4,BB,2018,2016.5,1.5,11
0.68,Group 1,4,BB,2018,2016.5,1.5,11
0.225,Group 1,4,BB,2015,2016.5,-1.5,8
0.225,Group 1,4,BB,2016,2016.5,-0.5,8
0.6075,Group 1,4,BB,2015,2016.5,-1.5,11
0.6075,Group 1,4,BB,2016,2016.5,-0.5,11
0.765,Group 1,4,BB,2018,2016.5,1.5,12
0.5625,Group 1,4,BB,2015,2016.5,-1.5,10
0.5625,Group 1,4,BB,2016,2016.5,-0.5,10
0.68,Group 1,4,BB,2018,2016.5,1.5,11
0.42,Group 1,4,BB,2015,2016.5,-1.5,9
0.42,Group 1,4,BB,2016,2016.5,-0.5,9
0.72,Group 1,4,BB,2018,2016.5,1.5,11
0.6825,Group 1,4,BB,2015,2016.5,-1.5,12
0.6825,Group 1,4,BB,2016,2016.5,-0.5,12
0.76,Group 1,4,BB,2018,2016.5,1.5,12
0.21,Group 1,4,BB,2015,2016.5,-1.5,8
0.21,Group 1,4,BB,2016,2016.5,-0.5,8
0.7225,Group 1,4,BB,2018,2016.5,1.5,12
0.595,Group 1,4,BB,2015,2016.5,-1.5,11
0.595,Group 1,4,BB,2016,2016.5,-0.5,11
0.855,Group 1,4,BB,2018,2016.5,1.5,13
0.567,Group 1,4,BB,2015,2016.5,-1.5,11
0.567,Group 1,4,BB,2016,2016.5,-0.5,11
0.7225,Group 1,4,BB,2018,2016.5,1.5,12
0.637,Group 1,4,BB,2015,2016.5,-1.5,12
0.637,Group 1,4,BB,2016,2016.5,-0.5,12
0.76,Group 1,4,BB,2018,2016.5,1.5,12
0.5625,Group 1,4,BB,2015,2016.5,-1.5,10
0.5625,Group 1,4,BB,2016,2016.5,-0.5,10
0.8075,Group 1,4,BB,2018,2016.5,1.5,13
0.21,Group 1,5,BB,2015,2016.5,-1.5,8
0.21,Group 1,5,BB,2016,2016.5,-0.5,8
0.68,Group 1,5,BB,2018,2016.5,1.5,11
0.486,Group 1,5,BB,2015,2016.5,-1.5,10
0.486,Group 1,5,BB,2016,2016.5,-0.5,10
0.855,Group 1,5,BB,2018,2016.5,1.5,13
0.525,Group 1,5,BB,2015,2016.5,-1.5,10
0.525,Group 1,5,BB,2016,2016.5,-0.5,10
0.81,Group 1,5,BB,2018,2016.5,1.5,12
0.546,Group 1,5,BB,2015,2016.5,-1.5,11
0.546,Group 1,5,BB,2016,2016.5,-0.5,11
0.8075,Group 1,5,BB,2018,2016.5,1.5,13
0.567,Group 1,5,BB,2015,2016.5,-1.5,11
0.567,Group 1,5,BB,2016,2016.5,-0.5,11
0.765,Group 1,5,BB,2018,2016.5,1.5,12
0.15,Group 1,5,BB,2015,2016.5,-1.5,7
0.15,Group 1,5,BB,2016,2016.5,-0.5,7
0.64,Group 1,5,BB,2018,2016.5,1.5,10
0.36,Group 1,5,BB,2015,2016.5,-1.5,8
0.36,Group 1,5,BB,2016,2016.5,-0.5,8
0.68,Group 1,5,BB,2018,2016.5,1.5,11
0.42,Group 1,5,BB,2015,2016.5,-1.5,9
0.42,Group 1,5,BB,2016,2016.5,-0.5,9
0.68,Group 1,5,BB,2018,2016.5,1.5,11
0.195,Group 1,5,BB,2015,2016.5,-1.5,8
0.195,Group 1,5,BB,2016,2016.5,-0.5,8
0.6375,Group 1,5,BB,2018,2016.5,1.5,11
0.405,Group 1,5,BB,2015,2016.5,-1.5,10
0.405,Group 1,5,BB,2016,2016.5,-0.5,10
0.765,Group 1,5,BB,2018,2016.5,1.5,12
0.243,Group 1,5,BB,2015,2016.5,-1.5,9
0.243,Group 1,5,BB,2016,2016.5,-0.5,9
0.7225,Group 1,5,BB,2018,2016.5,1.5,12
0.12,Group 1,5,BB,2015,2016.5,-1.5,6
0.12,Group 1,5,BB,2016,2016.5,-0.5,6
0.64,Group 1,5,BB,2018,2016.5,1.5,10
0.15,Group 1,5,BB,2015,2016.5,-1.5,7
0.15,Group 1,5,BB,2016,2016.5,-0.5,7
0.6,Group 1,5,BB,2018,2016.5,1.5,10
0.546,Group 1,5,BB,2015,2016.5,-1.5,11
0.546,Group 1,5,BB,2016,2016.5,-0.5,11
0.8075,Group 1,5,BB,2018,2016.5,1.5,13
0.243,Group 1,5,BB,2015,2016.5,-1.5,9
0.243,Group 1,5,BB,2016,2016.5,-0.5,9
0.72,Group 1,5,BB,2018,2016.5,1.5,11
0.45,Group 1,5,BB,2015,2016.5,-1.5,9
0.45,Group 1,5,BB,2016,2016.5,-0.5,9
0.72,Group 1,5,BB,2018,2016.5,1.5,11
0.486,Group 1,5,BB,2016,2016.5,-0.5,10
0.7125,Group 1,5,BB,2018,2016.5,1.5,12
0.6,Group 1,5,BB,2018,2016.5,1.5,10
0.14,Group 1,5,BB,2015,2016.5,-1.5,7
0.14,Group 1,5,BB,2016,2016.5,-0.5,7
0.525,Group 1,5,BB,2018,2016.5,1.5,10
0.42,Group 1,5,BB,2015,2016.5,-1.5,9
0.42,Group 1,5,BB,2016,2016.5,-0.5,9
0.6,Group 1,5,BB,2018,2016.5,1.5,10
0.42,Group 1,13,BB,2015,2016.5,-1.5,9
0.42,Group 1,13,BB,2016,2016.5,-0.5,9
0.68,Group 1,13,BB,2018,2016.5,1.5,11
0.18,Group 1,13,BB,2015,2016.5,-1.5,7
0.18,Group 1,13,BB,2016,2016.5,-0.5,7
0.64,Group 1,13,BB,2018,2016.5,1.5,10
0.36,Group 1,13,BB,2015,2016.5,-1.5,8
0.36,Group 1,13,BB,2016,2016.5,-0.5,8
0.64,Group 1,13,BB,2018,2016.5,1.5,10
0.09,Group 1,13,BB,2015,2016.5,-1.5,6
0.09,Group 1,13,BB,2016,2016.5,-0.5,6
0.6,Group 1,13,BB,2018,2016.5,1.5,10
0.486,Group 1,13,BB,2015,2016.5,-1.5,10
0.486,Group 1,13,BB,2016,2016.5,-0.5,10
0.675,Group 1,13,BB,2018,2016.5,1.5,11
0.36,Group 1,13,BB,2015,2016.5,-1.5,8
0.36,Group 1,13,BB,2016,2016.5,-0.5,8
0.6,Group 1,13,BB,2018,2016.5,1.5,10
0.21,Group 1,13,BB,2015,2016.5,-1.5,8
0.21,Group 1,13,BB,2016,2016.5,-0.5,8
0.68,Group 1,13,BB,2018,2016.5,1.5,11
0.18,Group 1,13,BB,2015,2016.5,-1.5,7
0.18,Group 1,13,BB,2016,2016.5,-0.5,7
0.6375,Group 1,13,BB,2018,2016.5,1.5,11
0.15,Group 1,13,BB,2015,2016.5,-1.5,7
0.15,Group 1,13,BB,2016,2016.5,-0.5,7
0.52,Group 1,13,BB,2018,2016.5,1.5,10
0.06,Group 1,13,BB,2015,2016.5,-1.5,5
0.06,Group 1,13,BB,2016,2016.5,-0.5,5
0.5625,Group 1,13,BB,2018,2016.5,1.5,10
0.21,Group 1,13,BB,2015,2016.5,-1.5,8
0.21,Group 1,13,BB,2016,2016.5,-0.5,8
0.595,Group 1,13,BB,2018,2016.5,1.5,11
0.14,Group 1,13,BB,2015,2016.5,-1.5,7
0.14,Group 1,13,BB,2016,2016.5,-0.5,7
0.5625,Group 1,13,BB,2018,2016.5,1.5,10
0.1,Group 1,13,BB,2015,2016.5,-1.5,6
0.1,Group 1,13,BB,2016,2016.5,-0.5,6
0.6,Group 1,13,BB,2018,2016.5,1.5,10
0.06,Group 1,13,BB,2015,2016.5,-1.5,5
0.06,Group 1,13,BB,2016,2016.5,-0.5,5
0.64,Group 1,13,BB,2018,2016.5,1.5,10
0.06,Group 1,13,BB,2015,2016.5,-1.5,5
0.06,Group 1,13,BB,2016,2016.5,-0.5,5
0.375,Group 1,13,BB,2018,2016.5,1.5,9
0.09,Group 1,13,BB,2015,2016.5,-1.5,6
0.09,Group 1,13,BB,2016,2016.5,-0.5,6
0.6,Group 1,13,BB,2018,2016.5,1.5,10
0.09,Group 1,13,BB,2015,2016.5,-1.5,6
0.09,Group 1,13,BB,2016,2016.5,-0.5,6
0.525,Group 1,13,BB,2018,2016.5,1.5,10
0.12,Group 1,13,BB,2015,2016.5,-1.5,6
0.12,Group 1,13,BB,2016,2016.5,-0.5,6
0.455,Group 1,13,BB,2018,2016.5,1.5,10
0.09,Group 1,13,BB,2015,2016.5,-1.5,6
0.09,Group 1,13,BB,2016,2016.5,-0.5,6
0.5625,Group 1,13,BB,2018,2016.5,1.5,10
0.09,Group 1,13,BB,2015,2016.5,-1.5,6
0.09,Group 1,13,BB,2016,2016.5,-0.5,6
0.6,Group 1,13,BB,2018,2016.5,1.5,10
0.1,Group 1,13,BB,2015,2016.5,-1.5,6
0.1,Group 1,13,BB,2016,2016.5,-0.5,6
0.6,Group 1,13,BB,2018,2016.5,1.5,10
0.42,Group 1,13,BB,2015,2016.5,-1.5,9
0.42,Group 1,13,BB,2016,2016.5,-0.5,9
0.64,Group 1,13,BB,2018,2016.5,1.5,10
0.36,Group 1,13,BB,2015,2016.5,-1.5,8
0.36,Group 1,13,BB,2016,2016.5,-0.5,8
0.6375,Group 1,13,BB,2018,2016.5,1.5,11
0.42,Group 1,13,BB,2015,2016.5,-1.5,9
0.42,Group 1,13,BB,2016,2016.5,-0.5,9
0.68,Group 1,13,BB,2018,2016.5,1.5,11
0.42,Group 1,13,BB,2015,2016.5,-1.5,9
0.42,Group 1,13,BB,2016,2016.5,-0.5,9
0.6,Group 1,13,BB,2018,2016.5,1.5,10
0.243,Group 1,13,BB,2015,2016.5,-1.5,9
0.243,Group 1,13,BB,2016,2016.5,-0.5,9
0.7225,Group 1,13,BB,2018,2016.5,1.5,12
0.18,Group 1,13,BB,2015,2016.5,-1.5,7
0.18,Group 1,13,BB,2016,2016.5,-0.5,7
0.64,Group 1,13,BB,2018,2016.5,1.5,10
0.42,Group 1,13,BB,2015,2016.5,-1.5,9
0.42,Group 1,13,BB,2016,2016.5,-0.5,9
0.64,Group 1,13,BB,2018,2016.5,1.5,10
0.42,Group 1,13,BB,2015,2016.5,-1.5,9
0.42,Group 1,13,BB,2016,2016.5,-0.5,9
0.6,Group 1,13,BB,2018,2016.5,1.5,10
0.637,Group 1,13,BB,2015,2016.5,-1.5,12
0.637,Group 1,13,BB,2016,2016.5,-0.5,12
0.7125,Group 1,13,BB,2018,2016.5,1.5,12
