residual,mTCI,time,HydroGp,Transect,Species,standResid
0.01746781369305328,0.595,-0.5,Group 5,17,RRG,0.11368283533981226
0.008708965039850747,0.7125,1.5,Group 5,17,RRG,0.10425753640698232
9.3394179043782e-4,0.51,-1.5,Group 5,17,RRG,0.00607821634951006
-0.06753218630694668,0.51,-0.5,Group 5,17,RRG,-0.4395083752881613
-0.02879103496014923,0.675,1.5,Group 5,17,RRG,-0.34466579689059146
0.2644339417904378,0.7735,-1.5,Group 5,17,RRG,1.7209709692962287
0.19596781369305327,0.7735,-0.5,Group 5,17,RRG,1.2753843776585572
-0.03879103496014924,0.665,1.5,Group 5,17,RRG,-0.4643786857699447
0.21343394179043784,0.7225,-1.5,Group 5,17,RRG,1.3890562429194449
0.4285743144535158,0.728,-0.5,Group 2,16,RRG,2.2635406883731806
0.09224580063081,0.7125,1.5,Group 2,16,RRG,1.1138159390714968
0.5485922134540766,0.728,-1.5,Group 2,16,RRG,2.8974223480037598
0.26757431445351576,0.567,-0.5,Group 2,16,RRG,1.413209629003058
0.054745800630810026,0.675,1.5,Group 2,16,RRG,0.6610246203387653
0.3875922134540766,0.567,-1.5,Group 2,16,RRG,2.047091288633637
-0.0594256855464842,0.24,-0.5,Group 2,16,RRG,-0.3138602866120353
0.09224580063081,0.7125,1.5,Group 2,16,RRG,1.1138159390714968
0.06059221345407659,0.24,-1.5,Group 2,16,RRG,0.32002137301854366
-0.2394256855464842,0.06,-0.5,Group 2,16,RRG,-1.264540974106582
0.09224580063081,0.7125,1.5,Group 2,16,RRG,1.1138159390714968
-0.1194077865459234,0.06,-1.5,Group 2,16,RRG,-0.6306593144760032
-0.07442568554648418,0.225,-0.5,Group 2,16,RRG,-0.3930836772365808
0.09224580063081,0.7125,1.5,Group 2,16,RRG,1.1138159390714968
0.0455922134540766,0.225,-1.5,Group 2,16,RRG,0.2407979823939982
-0.07442568554648418,0.225,-0.5,Group 2,16,RRG,-0.3930836772365808
0.054745800630810026,0.675,1.5,Group 2,16,RRG,0.6610246203387653
0.0455922134540766,0.225,-1.5,Group 2,16,RRG,0.2407979823939982
-0.0594256855464842,0.24,-0.5,Group 2,16,RRG,-0.3138602866120353
0.04474580063081002,0.665,1.5,Group 2,16,RRG,0.5402802686767033
0.06059221345407659,0.24,-1.5,Group 2,16,RRG,0.32002137301854366
-0.1794256855464842,0.12,-0.5,Group 2,16,RRG,-0.9476474116083998
0.054745800630810026,0.675,1.5,Group 2,16,RRG,0.6610246203387653
-0.05940778654592341,0.12,-1.5,Group 2,16,RRG,-0.31376575197782086
-0.0594256855464842,0.24,-0.5,Group 2,16,RRG,-0.3138602866120353
0.009745800630809986,0.63,1.5,Group 2,16,RRG,0.1176750378594865
0.06059221345407659,0.24,-1.5,Group 2,16,RRG,0.32002137301854366
0.1865743144535158,0.486,-0.5,Group 2,16,RRG,0.9854033196305121
0.13974580063081,0.76,1.5,Group 2,16,RRG,1.6873516094662904
0.3065922134540766,0.486,-1.5,Group 2,16,RRG,1.6192849792610913
5.743144535158007e-4,0.3,-0.5,Group 2,16,RRG,0.00303327588614698
0.04474580063081002,0.665,1.5,Group 2,16,RRG,0.5402802686767033
0.12059221345407659,0.3,-1.5,Group 2,16,RRG,0.636914935516726
0.26757431445351576,0.567,-0.5,Group 2,16,RRG,1.413209629003058
0.13974580063081,0.76,1.5,Group 2,16,RRG,1.6873516094662904
0.3875922134540766,0.567,-1.5,Group 2,16,RRG,2.047091288633637
-0.0594256855464842,0.24,-0.5,Group 2,16,RRG,-0.3138602866120353
0.09224580063081,0.7125,1.5,Group 2,16,RRG,1.1138159390714968
0.06059221345407659,0.24,-1.5,Group 2,16,RRG,0.32002137301854366
-0.2394256855464842,0.06,-0.5,Group 2,16,RRG,-1.264540974106582
0.09974580063080996,0.72,1.5,Group 2,16,RRG,1.2043742028180426
-0.1194077865459234,0.06,-1.5,Group 2,16,RRG,-0.6306593144760032
-0.2844256855464842,0.015,-0.5,Group 2,16,RRG,-1.5022111459802188
-0.06775419936919003,0.5525,1.5,Group 2,16,RRG,-0.8180936875214929
-0.16440778654592342,0.015,-1.5,Group 2,16,RRG,-0.8683294863496399
-0.26942568554648416,0.03,-0.5,Group 2,16,RRG,-1.4229877553556731
0.04474580063081002,0.665,1.5,Group 2,16,RRG,0.5402802686767033
-0.1494077865459234,0.03,-1.5,Group 2,16,RRG,-0.7891060957250943
0.3005743144535158,0.6,-0.5,Group 2,16,RRG,1.5875010883770584
0.054745800630810026,0.675,1.5,Group 2,16,RRG,0.6610246203387653
0.4205922134540766,0.6,-1.5,Group 2,16,RRG,2.2213827480076374
0.05057431445351579,0.35,-0.5,Group 2,16,RRG,0.26711124463463215
0.054745800630810026,0.675,1.5,Group 2,16,RRG,0.6610246203387653
0.17059221345407657,0.35,-1.5,Group 2,16,RRG,0.9009929042652112
-0.2394256855464842,0.06,-0.5,Group 2,16,RRG,-1.264540974106582
-0.14525419936919004,0.475,1.5,Group 2,16,RRG,-1.7538624129024722
-0.1194077865459234,0.06,-1.5,Group 2,16,RRG,-0.6306593144760032
0.05057431445351579,0.35,-0.5,Group 2,16,RRG,0.26711124463463215
0.04474580063081002,0.665,1.5,Group 2,16,RRG,0.5402802686767033
0.17059221345407657,0.35,-1.5,Group 2,16,RRG,0.9009929042652112
-0.1494256855464842,0.15,-0.5,Group 2,16,RRG,-0.7892006303593088
0.09224580063081,0.7125,1.5,Group 2,16,RRG,1.1138159390714968
-0.02940778654592341,0.15,-1.5,Group 2,16,RRG,-0.15531897072872974
